"Cologimmo";"1";"26/06/2014";"753921";"VENTRON";"88310";"T1";"280";" A LOUER A VENTRON (Hautes-Vosges) : :saut ligne::saut paragraphe:Au centre du village, joli appartement avec grande cuisine équipée neuve (machine à laver le linge, four, plaque à induction, frigo, hotte aspirante et différents éléments de rangement + grand plan de travail), 1 grande chambre, 1 salle d'eau (avec wc, cabine de douche, lavabo, miroir, luminaires). :saut ligne::saut paragraphe:Cave au sous-sol. :saut ligne::saut paragraphe:Entièrement rénové (fenêtres double vitrage, chauffage électrique et isolation). :saut ligne::saut paragraphe:Pas de charges communes, pas de frais d'agence. :saut ligne::saut paragraphe:Loyer Mensuel : 280 €. :saut ligne::saut paragraphe:Visible avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 1 pièce(s)  » 36 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_26_08_2013_104633.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-753921.html";"";"";""
"Cologimmo";"1";"26/06/2014";"756195";"75017";"";"divers  ";"1";" Dans un ensemble fermé gardé 24h-24h :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Location de box pour ranger ou  stocker  :saut ligne::saut paragraphe:Idéale pour y entreposer cartons, meubles, objets etc.. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Possible de louer pour 1 Mois quelques mois où à l’année  :saut ligne::saut paragraphe:Hauteur intérieurs varie de 2,40 à 3.50m :saut ligne::saut paragraphe:Choix boxes de 5- 9 -11-15-18m²  :saut ligne::saut paragraphe:Possible de jumelé des Boxes pour augmenté la surface  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Mieux que des Promo   :saut ligne::saut paragraphe:Plus Besoin de réduire la surface & le volume de votre Box pour en réduire le PRIX  :saut ligne::saut paragraphe:ici des PRIX Bas toute l’année ! :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Vous déchargez devant la porte de votre box accessible au utilitaire pas de limite hauteur :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Renseignements 01.48.46.25.62  :saut ligne::saut paragraphe:du lundi au samedi  :saut ligne::saut paragraphe:de 9 h 30 à 12 h 45 et 13 h 30 a 19 h 30  :saut ligne::saut paragraphe:sauf les jours fériés :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Aucun renseignement par mail";"offre » location  » divers   ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_6_04_2014_122155.jpg";"http://www.cologimmo.com/location-divers-75-Paris-75017-zz-756195.html";"";"";""
"Cologimmo";"1";"26/06/2014";"613822";"VENTRON";"88310";"T3";"425";" FRANCE - VENTRON (Hautes-Vosges), proche de toutes commodités et à quelques minutes de la station de ski de l'Ermitage de FRERE-JOSEPH : :saut ligne::saut paragraphe:A louer à l'année au centre du village, dans un petit immeuble collectif, 1 APPARTEMENT de type F3 d'environ 65 m² habitables, entièrement rénové, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour avec placards, 2 chambres avec placards, une salle d'eau avec cabine de douche neuf + meuble avec vasque, miroir et luminaires , 1 cave au sous-sol du bâtiment, 1 grenier au dessus de l'appartement, un grand jardin privatif et parkings arrière et avant.  :saut ligne::saut paragraphe:Chauffage central et production d'eau chaude par chaudière individuelle gaz neuve de marque VAILLANT (faible consommation).  :saut ligne::saut paragraphe:LOYERS MENSUELS : 425 €  :saut ligne::saut paragraphe:Visibles avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 3 pièce(s)  » 65 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_15_04_2012_120748.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-613822.html";"";"";""
"Cologimmo";"1";"26/06/2014";"613821";"VENTRON";"88310";"T3";"420";" FRANCE - VENTRON (Hautes-Vosges)  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:A louer à l'année au centre du village, dans un petit immeuble collectif, 2 appartements de type F3 d'environ 65 m² habitables, entièrement rénovés, savoir :  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:1) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, placards dans toutes les pièces, 1 cave, 1 grenier, jardin privatif et parking.  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:2) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, placards dans toutes les pièces, 1 cave, 1 grenier, jardin privatif et parking.  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Chauffage de chaque appartement par chaudière individuelle gaz neuve de marque VAILLANT (faible consommation).  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:LOYERS MENSUELS : 420 €  :saut ligne::saut paragraphe:Disponibles immédiatement.  :saut ligne::saut paragraphe:Visibles avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 3 pièce(s)  » 65 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_15_04_2012_120502.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-613821.html";"";"";""
"Cologimmo";"1";"26/06/2014";"595345";"VENTRON";"88310";"T3";"420";" VENTRON (Hautes-Vosges) :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:A louer au centre du village, dans un petit immeuble collectif, 3 appartements de type F3 d'environ 65 m² habitables, entièrement rénovés, savoir : :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:1) Appartement F3 de plein pied au rez-de-chaussée, idéal pour personne à mobilité réduite, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards), séjour, 2 chambres, 1 cave, 1 local extérieur avec électricité et cheminée + bassin, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:2) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, 1 cave, 1 grenier, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:3) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, 1 cave, 1 grenier, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Chauffage de chaque appartement par chaudière individuelle gaz neuve de marque VAILLANT (faible consommation). :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:LOYERS MENSUELS : 420 € :saut ligne::saut paragraphe:Disponibles immédiatement.";"offre » location  » appartement  » 3 pièce(s)  » 65 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_28_01_2012_091515.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-595345.html";"";"";""
"Cologimmo";"1";"26/06/2014";"750145";"Ventron";"88310";"T1";"280";" A LOUER A VENTRON- (Hautes-Vosges) :saut ligne::saut paragraphe:Au centre du village, joli appartement avec entrée, grande cuisine équipée neuve (machine à laver le linge, four, plaque à induction, frigo, hotte aspirante et différents éléments de rangement + grand plan de travail), 1 grande chambre, 1 salle d'eau (avec cabine de douche, lavabo, miroir, luminaires), wc séparé. :saut ligne::saut paragraphe:Cave au sous-sol. :saut ligne::saut paragraphe:Entièrement rénové (fenêtres double vitrage, chauffage électrique et isolation label PROMOTELEC). :saut ligne::saut paragraphe:Pas de charges communes, pas de frais d'agence. :saut ligne::saut paragraphe:Loyer Mensuel : 280 €. :saut ligne::saut paragraphe:Visible avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 1 pièce(s)  » 38 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_28_01_2013_140231.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-Ventron-zz-750145.html";"";"";""
"Cologimmo";"1";"26/06/2014";"752248";"VENTRON";"88310";"T5";"525";" VENTRON  (Hautes-Vosges) :saut ligne::saut paragraphe:Proche du centre du village avec une exposition PLEIN SUD, et à quelques minutes de la station de ski de l'Ermitage de FRERE JOSEPH : :saut ligne::saut paragraphe:Bel appartement F5 en duplex d'environ 95 m² habitables, entièrement rénové et réaménagé, complètement individualisé avec entrée privée (à considérer pratiquement comme une maison individuelle) comprenant : :saut ligne::saut paragraphe:* Au sous-sol (accessible par un escalier intérieur depuis l'entrée de l'appartement) : cave et chaufferie (avec chaudière individuelle fuel, citerne fuel, et chauffe-eau électrique). :saut ligne::saut paragraphe:* Au rez-de-chaussée : entrée indépendante, local avec WC et espace lave-linge + sèche-linge, cuisine entièrement équipée ouverte avec bel escalier intérieur d'accès à l'étage, un grand salon séjour de  38 m² avec poêle au bois moderne et cheminée tubée, et 1 chambre. :saut ligne::saut paragraphe:* A l'étage : palier-dégagement avec vastes placards de rangement, 1 grande chambre à coucher avec placards muraux, 1 pièce (petite chambre ou bureau), 1 salle de bains entièrement équipée avec baignoire, douche, lavabo + meuble + miroirs et luminaires. :saut ligne::saut paragraphe:* Equipements : chauffage central par chaudière individuelle fuel + chauffage par poêle bois dans le séjour, fenêtres double vitrage oscillo-battants, bonne isolation, à l'extérieur terrasse bois (accès empierré et partie macadamisée), hangar en bois neuf de 6,40 m x 1,53 m avec alimentation électrique (pour stockage bois et matériel de jardin). :saut ligne::saut paragraphe:Date de disponibilité à convenir. :saut ligne::saut paragraphe:LOYER MENSUEL : 525 €. :saut ligne::saut paragraphe:(Pas de charges communes et pas de frais d'Agence). :saut ligne::saut paragraphe:Visible avec plus de photos de l'intérieur et de l'extérieur sur le site INTERNET personnel de notre agence.";"offre » location  » appartement  » 5 pièce(s)  » 95 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_17_05_2013_084945.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-752248.html";"";"";""
"Cologimmo";"1";"25/06/2014";"756816";"Nanterre";"";"appartement  ";"1";" vous allez déménager ou vous manquez de place ! :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:vous avez besoin d’un local petit ou grand :saut ligne::saut paragraphe:pour stocker-ranger vos affaires :saut ligne::saut paragraphe:pour une durée indéterminé appeler moi au 01.48.46.25.62 :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:nous avons toujours une solution = question prix nous somme imbattable ! :saut ligne::saut paragraphe:venez le vérifier :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:demander alexandre :saut ligne::saut paragraphe:du lundi au samedi de 9 h 30 à 12 h 30 de 13 h 30 à 19 h 30 :saut ligne::saut paragraphe:sauf dimanche & les jours fériés :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:hauteur de stockage 2.30 m a 3.30m :saut ligne::saut paragraphe:ex box 7m²- 9m²- 11m²- 14m²- 18m² :saut ligne::saut paragraphe:clé sécurisée = pour accédez à votre location";"offre » location  » appartement   ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_12_06_2014_161058.jpg";"http://www.cologimmo.com/location-appartement-92-Hauts-de-Seine-Nanterre-zz-756816.html";"";"";""
"Cologimmo";"1";"25/06/2014";"755556";"Rochefort";"17300";"T2";"450";" Année de construction : 1879 – Rénovation mai 2013 :saut ligne::saut paragraphe:Surface habitable :     40  m² :saut ligne::saut paragraphe:Exposition :  :saut ligne::saut paragraphe:Détails des pièces + équipements du rez-de-chaussée :	 :saut ligne::saut paragraphe:Entrée : couloir avec porte d’entré PVC double-vitrage, 1 inter + lumière, 1 inter WC :saut ligne::saut paragraphe:WC + 1 meuble, 1 tableau électrique, 1 compteur individuel :saut ligne::saut paragraphe:Pièce de droite : 1 plan de travail + lavabo + 2 plaques électriques sur 1 meuble sous evier avec 1 étagère et 1 tiroir + 1 meuble haut 2 portes, 1 étagères, 1 meuble gris 2 portes 2 tiroirs, 1 hotte aspirante, 6 prises électriques murales, 1 interphone, 1 convecteur électrique mural, 1 prise TV, 1 lampadaire, 2 fenêtres PVC double-vitrage, sol plastique :saut ligne::saut paragraphe:Pièce de gauche 1 inter, 3 prises électriques, 2 grands placards de rangement avec portes bois gris, 1 convecteur électrique, 1 lampe plafond, 2 fenêtres double vitrage,  :saut ligne::saut paragraphe:Salle d’eau  1 douche avec revêtement plastique mural, un sèche-serviette électrique,1 lavabo et mitigeur + meuble sous évier, 1 néon, 1 fenêtre haute, éclairage 2 ampoules led, 1 porte de douche en verre :saut ligne::saut paragraphe:2 clés, 1 pour l’accès à l’immeuble, 1 pour l’entrée de l’appartement.";"offre » location  » appartement  » 2 pièce(s)  » 40 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_31_01_2014_140245.jpg";"http://www.cologimmo.com/location-appartement-17-Charente-Maritime-Rochefort-zz-755556.html";"";"";""
"Cologimmo";"1";"24/06/2014";"756890";"BELLENAVES";"03330";"maison  ";"611";" Maison entiérement rénovée avec cuisine ouverte sur séjour donnant sur une terrasse, 3 chambres, 2 salle d'eau, chaufferie";"offre » location  » maison  » 4 pièce(s)  » 107 m² ";"";"";"";"http://www.cologimmo.com/location-maison-03-Allier-BELLENAVES-zz-756890.html";"";"";""
"Cologimmo";"1";"24/06/2014";"756635";"Valenciennes";"59300";"T2";"400";" Appartement comprenant : :saut ligne::saut paragraphe:- une entrée :saut ligne::saut paragraphe:- une salle de bain avec douche et WC :saut ligne::saut paragraphe:- une pièce à vivre avec cuisine et rangement :saut ligne::saut paragraphe:- une chambre :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:le sol est fait de parquet ou de carrelage, velux avec volets électriques, chauffage électrique, cuisine avec plaque de cuisson, double vitrage, prise téléphone et prise antenne :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:400€ + 45€ charges (entretiens + eau comprise + électricité parties communes + taxe diverses)";"offre » location  » appartement  » 2 pièce(s)  » 26 m² ";"";"";"";"http://www.cologimmo.com/location-appartement-59-Nord-Valenciennes-zz-756635.html";"";"";""
"Cologimmo";"1";"24/06/2014";"756448";"Valenciennes";"59300";"T2";"400";" Appartement comprenant : :saut ligne::saut paragraphe:- une entrée :saut ligne::saut paragraphe:- une salle de bain avec douce et WC :saut ligne::saut paragraphe:- une pièce à vivre avec cuisine et rangement :saut ligne::saut paragraphe:- une chambre mezzanine :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:le sol est fait de parquet ou de carrelage, velux avec volets électriques, chauffage électrique, cuisine avec plaque de cuisson, double vitrage, prise téléphone et prise antenne :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:400€ + 45€ charges (entretiens + eau comprise + électricité parties communes + taxe diverses)";"offre » location  » appartement  » 2 pièce(s)  » 32 m² ";"";"";"";"http://www.cologimmo.com/location-appartement-59-Nord-Valenciennes-zz-756448.html";"";"";""
