"VivaStreet";"1";"27/06/2014";"101206563";"Avignon";"84000";"";"40";"Magnifique Appartement 2 pieces, grande pièce principale 70m2, cuisine ouverte et équipée, chambre avec :guillemet:dressing:guillemet:, wc separé, bureau, salle de bain avec baignoire completement renové, sols en parquet neuf, en centre ville, proche tous commerce et transport en commun. ";"Magnifique Appartement 2 pieces Avignon - 84000 - Location Meublée";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/4d/5/101206563/small/1.jpg?dt=3ce6515db8bc0fef87c6f5694384274f";"http://location-appartement-meuble.vivastreet.com/annonces-location-appartement-meuble+avignon-84000/magnifique-appartement-2-pieces/101206563";"";""
"VivaStreet";"1";"27/06/2014";"101205275";"Paris 6ème ardt";"75006";"";"350";"Magnifique studio 1 pièce 35m² meublé , composant d'une pièce principale avec dressing, coin cuisine meublé et équipé frigo plaques électriques, une entrée avec grand placard/penderie, une salle de bain avec baignoire et WC. ";" Appartement 1 pièce 35m² meublé Paris 6ème ardt - 75006 - Location Meublée";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/d6/7/101205275/small/1.jpg?dt=ec8e2d4455194d7819f792f8f2a8badb";"http://location-appartement-meuble.vivastreet.com/annonces-location-appartement-meuble+paris-6eme-ardt-75006/-appartement-1-pi-ce-35m--meubl-/101205275";"";""
"VivaStreet";"1";"27/06/2014";"101202093";"Meaux";"77100";"";"500";"Charmant pavillon indépendant sur environ 550 m² de terrain, comprenant entrée, vaste salon / séjour, cuisine aménagée et équipée, 4 chambres, bureau, salle de bain, WC indépendant, buanderie, belle terrasse, garage et abri de jardin. A visiter au plus vite";"Superbe maison 5 pièces sur meaux Meaux - 77100 - Location maison ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/f8/1/101202093/small/1.jpg?dt=3d5c4b0b91eaedeb011813237f8331a0";"http://location-appartement.vivastreet.com/location-maison+meaux-77100/superbe-maison-5-pi-ces-sur-meaux/101202093";"";""
"VivaStreet";"1";"27/06/2014";"101206105";"Annecy";"74000";"";"250";"Magnifique studio meublé de 25m2,(TV et internet/wifi, double vitrage, WC, douche, cuisine équipée, réfrigérateur avec petit congélateur, micro-ondes,lave-linge sèche-linge, cafetière, mixer etc...). Digicode, bâtiment sur cour. Cadre agréable, pittoresque, très calme. ";"Studio meublé 25m2 Annecy - 74000 - Location Meublée";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/5d/3/101206105/small/1.jpg?dt=df4160fa79bf210f5a94284427a8fc05";"http://location-appartement-meuble.vivastreet.com/annonces-location-appartement-meuble+annecy-74000/studio-meubl--25m2/101206105";"";""
"VivaStreet";"1";"27/06/2014";"101201827";"Nimes";"30000";"";"500";"villa plain-pied, d'environ 86m² hab., sur 400m² de terrain clos et arboré, offrant entrée, cuisine équipée (bois merisier), cellier, salon/séjour, 3 chambres, salle de bains, WC et garage. A l'extérieur, terrasse couverte avec barbecue, abri jardin. Prestations de qualité, chauffage au gaz de ville, fenêtres et volets bois, double vitrage, cheminée avec insert. Quartier calme, proche de toutes commodités";"Belle maison 4 pièces sur nimes Nimes - 30000 - Location maison ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/92/6/101201827/small/1.jpg?dt=c7dac490b08de3e71fe05edd2e85d2b1";"http://location-appartement.vivastreet.com/location-maison+nimes-30000/belle-maison-4-pi-ces-sur-nimes/101201827";"";""
"VivaStreet";"1";"26/06/2014";"101199113";"Nice";"06000";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Nice Nice - 06000 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/0e/e/101199113/small/1.jpg?dt=1ee461374143bf31fcd601bd9add2500";"http://location-appartement.vivastreet.com/location-appartement+nice-06000/appartement-t3-a-nice/101199113";"";""
"VivaStreet";"1";"26/06/2014";"101198876";"Toulouse";"31000";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Toulouse Toulouse - 31000 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/19/c/101198876/small/1.jpg?dt=5d431d055092365be0c341c80803356e";"http://location-appartement.vivastreet.com/location-appartement+toulouse-31000/appartement-t3-a-toulouse/101198876";"";""
"VivaStreet";"1";"26/06/2014";"101199517";"Lille";"59000";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Lille Lille - 59000 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/22/4/101199517/small/1.jpg?dt=8c51005e2ef0a0b734eff2ed51e83cba";"http://location-appartement.vivastreet.com/location-appartement+lille-59000/appartement-t3-a-lille/101199517";"";""
"VivaStreet";"1";"26/06/2014";"101198906";"Marseille";"13004";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Marseille Marseille - 13004 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/fa/9/101198906/small/1.jpg?dt=c11a98417189a175de14a207d58cec7c";"http://location-appartement.vivastreet.com/location-appartement+marseille-13004/appartement-t3-a-marseille/101198906";"";""
"VivaStreet";"1";"26/06/2014";"101198401";"Lyon";"69009";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Lyon Lyon - 69009 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/22/f/101198401/small/1.jpg?dt=58c683569f385854905425d3ef623f08";"http://location-appartement.vivastreet.com/location-appartement+lyon-69009/appartement-t3-a-lyon/101198401";"";""
"VivaStreet";"1";"26/06/2014";"101198216";"Montpellier";"34000";"";"500";"A louer appartement T3 sur comprenant:";"Appartement T3 a Montpellier Montpellier - 34000 - Location appartement ";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/14/4/101198216/small/1.jpg?dt=2213adf95289a0f7efedde938b385d2e";"http://location-appartement.vivastreet.com/location-appartement+montpellier-34000/appartement-t3-a-montpellier/101198216";"";""
"VivaStreet";"1";"27/06/2014";"101206105";"Annecy";"74000";"";"250";"Magnifique studio meublé de 25m2,(TV et internet/wifi, double vitrage, WC, douche, cuisine équipée, réfrigérateur avec petit congélateur, micro-ondes,lave-linge sèche-linge, cafetière, mixer etc...). Digicode, bâtiment sur cour. Cadre agréable, pittoresque, très calme. ";"Studio meublé 25m2 Annecy - 74000 - Location Meublée";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/5d/3/101206105/small/1.jpg?dt=df4160fa79bf210f5a94284427a8fc05";"http://location-appartement-meuble.vivastreet.com/annonces-location-appartement-meuble+annecy-74000/studio-meubl--25m2/101206105";"";""
"VivaStreet";"1";"27/06/2014";"101206563";"Avignon";"84000";"";"40";"Magnifique Appartement 2 pieces, grande pièce principale 70m2, cuisine ouverte et équipée, chambre avec :guillemet:dressing:guillemet:, wc separé, bureau, salle de bain avec baignoire completement renové, sols en parquet neuf, en centre ville, proche tous commerce et transport en commun. ";"Magnifique Appartement 2 pieces Avignon - 84000 - Location Meublée";"PARTICULIER";"";"http://media-eu.viva-images.com/vivastreet_fr/clad/4d/5/101206563/small/1.jpg?dt=3ce6515db8bc0fef87c6f5694384274f";"http://location-appartement-meuble.vivastreet.com/annonces-location-appartement-meuble+avignon-84000/magnifique-appartement-2-pieces/101206563";"";""
