"EuroSud";"1";"26/06/2014";"2439309CX1";"Marseille";"13010";"Studio";"410";"13010 MARSEILLE T1 eau inclus R.neuf Loyer: 380 ? + 30 ? de chges Frais bail: 75 ?. FA: 380?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 57 11 73";":saut ligne::saut paragraphe:        Location Studio - 1 pièce - Marseille 10 (13) - 410 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/03/28/photo_2439309_1.jpg";"http://immo.nicematin.com/annonce/Location-Studio-1piece/Marseille/2439309CX1";"";""
"EuroSud";"1";"26/06/2014";"2439334CX1";"Marseille";"13008";"Studio";"370";"13008 MARSEILLE CH de standing Cuisine équipée Balcon Chauffage inclus R.neuf. FA 130?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 57 11 73";":saut ligne::saut paragraphe:        Location Studio - 1 pièce - Marseille 8 (13) - 370 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/03/28/photo_2439334_1.jpg";"http://immo.nicematin.com/annonce/Location-Studio-1piece/Marseille/2439334CX1";"";""
"EuroSud";"1";"26/06/2014";"2439312CX1";"Marseille";"13014";"T3";"630";"13014 MARSEILLE T3 Cuisine équipée Chauffage et Parking inclus. FA 330?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 57 11 73";":saut ligne::saut paragraphe:        Location 3 pièces - Marseille 14 (13) - 630 €";"PROFESSIONNEL";"";"";"http://immo.nicematin.com/annonce/Location-3pieces/Marseille/2439312CX1";"";""
"EuroSud";"1";"26/06/2014";"2439315CX1";"Marseille";"13014";"Studio";"460";"13014 MARSEILLE Studio ds résidence fermée Récent Cuisine équipée Balcon eau inclus Loyer: 410 ? + 50 ? de chges. FA 290?.GIT'IMMO LOCATION - contact@gitimmo.f";":saut ligne::saut paragraphe:        Location Studio - 1 pièce - Marseille 14 (13) - 460 €";"PROFESSIONNEL";"";"";"http://immo.nicematin.com/annonce/Location-Studio-1piece/Marseille/2439315CX1";"";""
"EuroSud";"1";"26/06/2014";"2439325CX1";"Marseille";"13013";"";"780";"13013 MARSEILLE T5 Balcon eau et Parking inclus T.B.E Loyer: 680 ? + 100 ? de chges. FA 390?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 57 11 73";":saut ligne::saut paragraphe:        Location 4 pièces et plus - Marseille 13 (13) - 780 €";"PROFESSIONNEL";"";"";"http://immo.nicematin.com/annonce/Location-4piecesetplus/Marseille/2439325CX1";"";""
"EuroSud";"1";"26/06/2014";"2439343CX1";"Marseille";"13008";"Studio";"520";"13008 MARSEILLE Studio Piscine Tennis ds résidence fermée Cuisine équipée Chauffage et Parking inclus T.B.E Loyer: 460 ? + 60 ? de chges. FA 290?.GIT'IMMO LOCA";":saut ligne::saut paragraphe:        Location Studio - 1 pièce - Marseille 8 (13) - 520 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/03/28/photo_2439343_1.jpg";"http://immo.nicematin.com/annonce/Location-Studio-1piece/Marseille/2439343CX1";"";""
"EuroSud";"1";"26/06/2014";"2483443CX1";"Marseille";"13008";"";"1390";"13008 MARSEILLE T4 ds résidence fermée 2 Balcons eau Chauffage et Parking inclus vue mer T.B.E Loyer: 1200 ? + 190 ? de chges. FA 390?.GIT'IMMO LOCATION - cont";":saut ligne::saut paragraphe:        Location 4 pièces et plus - Marseille 8 (13) - 1 390 €";"PROFESSIONNEL";"";"";"http://immo.nicematin.com/annonce/Location-4piecesetplus/Marseille/2483443CX1";"";""
"EuroSud";"1";"26/06/2014";"2439350CX1";"Marseille";"13008";"Studio";"560";"13008 MARSEILLE T1.2 Récent Cuisine équipée eau inclus Rénové Loyer: 540 ? + 20 ? de chges. FA 290?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 57 11 73";":saut ligne::saut paragraphe:        Location Studio - 1 pièce - Marseille 8 (13) - 560 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/03/28/photo_2439350_1.jpg";"http://immo.nicematin.com/annonce/Location-Studio-1piece/Marseille/2439350CX1";"";""
"EuroSud";"1";"26/06/2014";"2449704CX1";"Marseille";"13012";"";"1550";"13012 MARSEILLE T5 Dernier étage Neuf Cuisine équipée Terrasse 37m2 eau Chauffage et Parking inclus Neuf Loyer: 1350 ? + 200 ? de chges. FA 390?.GIT'IMMO LOCA";":saut ligne::saut paragraphe:        Location 4 pièces et plus - Marseille 12 (13) - 1 550 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/04/10/photo_2449704_1.jpg";"http://immo.nicematin.com/annonce/Location-4piecesetplus/Marseille/2449704CX1";"";""
"EuroSud";"1";"26/06/2014";"2451049CX1";"Marseille";"13010";"T2";"620";"13010 MARSEILLE T2 vide ou meublé Cuisine équipée eau Chauffage inclus Loyer: 500 ? + 120 ? de chges. FA: 580?.GIT'IMMO LOCATION - contact@gitimmo.fr - 04 91 ";":saut ligne::saut paragraphe:        Location 2 pièces - Marseille 10 (13) - 620 €";"PROFESSIONNEL";"";"http://immo.nicematin.com/pa_photo/2014/04/11/photo_2451049_1.jpg";"http://immo.nicematin.com/annonce/Location-2pieces/Marseille/2451049CX1";"";""
"EuroSud";"1";"26/06/2014";"2490716CX1";"Marseille";"13013";"T2";"570";"13013 MARSEILLE ds Villa T2 Cuisine équipée Terrasse eau inclus vue sur Jardin R.neuf Loyer: 550 ? + 20 ? de chges. FA 290?.GIT'IMMO LOCATION - contact@gitimmo";":saut ligne::saut paragraphe:        Location 2 pièces - Marseille 13 (13) - 570 €";"PROFESSIONNEL";"";"";"http://immo.nicematin.com/annonce/Location-2pieces/Marseille/2490716CX1";"";""
