"CentreImmo";"1";"07/06/2015";"1572239";"Orléans";"45000";"";"335";"ORLEANS CENTRE, Résidence de standing, profitez de ce grand F1 de 31.50m2 en parfait état avec kitchenette équipée, belle pièce à vivre, salle de bains avec baignoire";"Annonce : Location F1/T1 - Orléans (45000) - Annonces immobilier Loiret (45) - 10726";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/39/22/7/1572239/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-f1-t1/loiret/orleans/45000/1572239.html?type_r=classique&pn=5&dpn=41";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1539945";"Orléans";"45000";"";"350";"HYPER CENTRE, Rue de la bretonnerie,  idéalement situé, louez cet appartement MEUBLE de type F1, avec cuisine équipée, :saut paragraphe:IDEAL ETUDIANT";"Annonce : Location F1/T1 - Orléans (45000) - Annonces immobilier Loiret (45) - 10675";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/45/99/3/1539945/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-f1-t1/loiret/orleans/45000/1539945.html?type_r=classique&pn=5&dpn=46";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1558873";"Saint-Julien-Chapteuil";"43260";"";"680";"Venez visiter cette magnifique ferme rénovée (chaudière neuve de 2015 au fioul), composée d'une cuisine équipée et aménagée ouvete sur salon avec insert, bois, salle de bain, WC, à l'étage 3 chambres. De plus vous profiterez de dépendances de type cave, chaufferie, garage trois véhicule. Ainsi qu'une grande pièce été avec emplacement buanderie. Vous serez charmés par l'environnement bucolique, en bout de hameua sans aucun vis à vis. Le bourg de ST JULIEN esr situé à 3km avec l'ensemble des commerces, écoles et services. A voir rapidement, libre au 01 Octobre 2015";"Annonce : Location maison - Saint-Julien-Chapteuil (43260) - Annonces immobilier Haute-Loire (43) - L2015AICG009";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/73/88/5/1558873/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-maison/haute_loire/saint_julien_chapteuil/43260/1558873.html?type_r=classique&pn=2&dpn=11";"";"0471042573"
"CentreImmo";"1";"07/06/2015";"1495868";"Coubon";"43700";"";"796";"Maison de type 4, composée d'un vaste hall d'entrée, une cusiisne équipée et aménagée, une grande pièce à vivre, un cellier, 3 chambres, une salle de bain avec double vasque, une baignoire et une douche, et un WC séparé. Complétée par un grand garage, une terrasse et un jardin clos. Loyer 796 euro, DG 796 euro, FA 398 euro.";"Annonce : Location maison - Coubon (43700) - Annonces immobilier Haute-Loire (43) - L2014AICG023";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/68/58/9/1495868/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-maison/haute_loire/coubon/43700/1495868.html?type_r=classique&pn=2&dpn=16";"";"0471042573"
"CentreImmo";"1";"07/06/2015";"1254084";"Orléans";"45000";"";"330";"ORLEANS quartier Bourgogne, à louer studio de 25m2 dans rue calme au 1er étage de cet immeuble de ville.";"Annonce : Location Studio - Orléans (45000) - Annonces immobilier Loiret (45) - 9185";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/84/40/5/1254084/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-studio/loiret/orleans/45000/1254084.html?type_r=classique&pn=10&dpn=91";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1585951";"Chevilly";"45520";"";"795";"Chevilly, maison récente 3 chambres dans lotissement calme, de plein pied avec garage et jardin privatif";"Annonce : Location maison - Chevilly (45520) - Annonces immobilier Loiret (45) - 9172";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/51/59/8/1585951/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-maison/loiret/chevilly/45520/1585951.html?type_r=classique&pn=10&dpn=95";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1570596";"Saint-Jean-de-Braye";"45800";"";"660";"SAINT JEAN DE BRAYE :saut paragraphe: :saut paragraphe:DUPLEX F3 en RDC comprenant : :saut paragraphe:Au RDC : une entrée avec placard, un séjour ou donne l'escalier, une cuisine et des sanitaires - :saut paragraphe:A l'étage : 2 chambres, un dressing, une salle de bains et des sanitaires séparés - :saut paragraphe: :saut paragraphe:Un place de parking privative, un garage et un jardin privatif -";"Annonce : Location autre appartement - Saint-Jean-de-Braye (45800) - Annonces immobilier Loiret (45) - 9026";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/96/05/7/1570596/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-autre-appartement/loiret/saint_jean_de_braye/45800/1570596.html?type_r=classique&pn=10&dpn=100";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1523522";"Tours";"37000";"";"550";"Lumineux T3 dans une petite résidence au coeur du quartier Velpeau avec séjour, cuisine, deux chambres, salle de bains avec wc.:saut paragraphe:A SAISIR- CHARME :saut paragraphe::saut paragraphe:Loyer : 570euros CC                                Honoraires: 528euros";"Annonce : Location F3/T3 - Tours (37000) - Annonces immobilier Indre-et-Loire (37) - G2647";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/22/35/2/1523522/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-f3-t3/indre_et_loire/tours/37000/1523522.html?type_r=classique&pn=1&dpn=6";"";"0247516232"
"CentreImmo";"1";"07/06/2015";"1411102";"Orléans";"45000";"";"670";"A Orléans centre, proche de la  Place du Martroi, louez ce bel appartement de 77m² en duplex refait à neuf avec un séjour avec cheminée décorative, 3 chambres et cuisine aménagée et équipée.:saut paragraphe:A voir rapidement, produit rare!";"Annonce : Location autre appartement - Orléans (45000) - Annonces immobilier Loiret (45) - 10362";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/02/11/1/1411102/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-autre-appartement/loiret/orleans/45000/1411102.html?type_r=classique&pn=7&dpn=61";"";"0238629989"
"CentreImmo";"1";"07/06/2015";"1522229";"Saint-Jean-le-Blanc";"45650";"";"550";"A 2 pas des commerces, rare à la location, maison de type F2 avec spacieuse pièce à vivre de 32m2, cusine aménagée et équipée. Jardin commun avec 1 autre locataire, cave, parking et garage";"Annonce : Location maison - Saint-Jean-le-Blanc (45650) - Annonces immobilier Loiret (45) - 10711";"PROFESSIONNEL";"";"http://www.centreimmo.com/contents//annonce/29/22/2/1522229/photo/cache/1.jpg_429x286.jpg";"http://www.centreimmo.com/front/detail/location-maison/loiret/saint_jean_le_blanc/45650/1522229.html?type_r=classique&pn=5&dpn=42";"";"0238629989"
