"ParuVendu";"1";"";"1198263947A1KILHAP000";"";"";"T1";"";"Type 1 PREBENDES.28m² au 1er étage : entrée, séjour, cuisine séparée avec placards, sdb avec WC. Une cave et un parking. CHAUFFAGE ET EAU COMPRIS - 37";"Annonce : Location Appartement Tours (37000) 28 m² (405 €) 992726596743 992726596743";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/V88417/v88417-le gal -1.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/tours-37000/1198263947A1KILHAP000";"";""
"ParuVendu";"1";"";"1203176219A1KILHAP000";"";"";"T2";"";"AULNOY LEZ VALENCIENNES, proche arret de tramway, Université du Mont Houy et de tous commerces, appartement de type TII de 24m² habitables au 2ème étage, comprenant kitchenette ouverte sur la pièce à vivre, une chambre, salle de douche, wc.~DISPONIBLE DE SUITE~LOYER : 450 €uros hors charges~DEPOT DE GARANTIE : 450 €uros~HONORAIRES : 264 €uros Référence Mandat :  7046. - 59";"Annonce : Location Appartement Aulnoy-lez-Valenciennes (59300) 24 m² (450 €) 992728968998 992728968998";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF946101/9461-01-52228782-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/aulnoy-lez-valenciennes-59300/1203176219A1KILHAP000";"";""
"ParuVendu";"1";"";"1200739222A1KILHAP000";"";"";"T1";"";"Agréable F1 meublé avec balcon. Vue mer. Dernier étage de l'immeuble. - 76";"Annonce : Location Appartement Le Havre (76600) 23 m² (425 €) 992727817802 992727817802";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/M31815/76y20630-11622-001.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/f1-meuble-st-vincent/1200739222A1KILHAP000";"";""
"ParuVendu";"1";"";"1203060785A1KILHAP000";"";"";"T3";"";"VIEUX AULNOY~Appartement de type TIII en duplex de 75m² habitables, offrant cuisine équipée ouverte sur la pièce à vivre, salle de douche, wc, 2 chambres ascendantes, une place de parking privative.~DISPONIBLE DE SUITE~LOYER : 580 €uros + 35 Euros de charges~DEPOT DE GARANTIE : 580 €uros~HONORAIRES : 580 €uros Référence Mandat :  1278. - 59";"Annonce : Location Appartement Aulnoy-lez-Valenciennes (59300) 75 m² (615 €) 992728924725 992728924725";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF946101/9461-01-52227155-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/aulnoy-lez-valenciennes-59300/1203060785A1KILHAP000";"";""
"ParuVendu";"1";"";"1203122167A1KILHMN000";"";"";"T4";"";"MANDAT EXCLUSIF. CHAUMONTEL : quartier pavillonnaire, très agréable maison individuelle comprenant beau séjour, 3 chambres, cuisine indépendante aménagée - Terrasse sans vis-à-vis - garage - 2 pl stationnement int. Jardin arboré de 480 m² env.~Libre 1er juillet 2015     1350,00 euros/mois Référence Mandat :  5099. - 95";"Annonce : Location Maison Chaumontel (95270) 83 m² (1 300 €) 992728945450 992728945450";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF944501/9445-01-52232706-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/maison/chaumontel-95270/1203122167A1KILHMN000";"";""
"ParuVendu";"1";"";"1193268196A1KILHAP000";"";"";"T5";"";"LAMENTIN/ACAJOU: Bel appartement de type F5 en duplex comprenant un sejour, une cuisine aménagée et équipée avec bar, deux terrasses quatre chambres  dont une en mezzanine avec sa salle de bain, wc et comble, une salle d'eau et un wc independant à deux minutes des grands axes et des grands commerces. Référence Mandat :  1281. - 97";"Annonce : Location Appartement Le Lamentin (97232) 135 m² (1 250 €) 992724060074 992724060074";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF581202/5812-02-51613647-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/le-lamentin-97232/1193268196A1KILHAP000";"";""
"ParuVendu";"1";"";"1187292951A1KILHAP000";"";"";"T3";"";"APPARTEMENT VILLA : Situé à proximité du CHU appartement discret entièrement rénové offrant de bonnes prestations composé d'un séjour avec cuisine US équipée, une salle d'eau, un wc indépendant, 2 chambres une terrasse~A visiter de suite Référence Mandat :  1116. - 97";"Annonce : Location Appartement Saint-Joseph (97212) 50 m² (950 €) 992718835684 992718835684";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF581202/5812-02-51232895-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/saint-joseph-97212/1187292951A1KILHAP000";"";""
"ParuVendu";"1";"";"1202990996A1KILHAP000";"";"";"T2";"";"NANCY FOCH~Dans quartier cossu, dans bel immeuble, grand T2 de 65 m² comprenant grand séjour avec placard, une chambre, cuisine équipée séparée. Disponible au 30 mai 2015. Référence Mandat :  52999. - 54";"Annonce : Location Appartement Nancy (54000) 65 m² (579 €) 992728893007 992728893007";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF134904/1349-04-51389387-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/nancy-54000/1202990996A1KILHAP000";"";""
"ParuVendu";"1";"";"1202502951A1KILHAP000";"";"";"T1";"";"NANCY VIEILLE VILLE~Dans rue calme, T1bis de 32 m² comprenant pièce de vie avec placard, grande kitchenette équipée séparée, salle de bains et wc. Disponible au 30 juin. Référence Mandat :  53966. - 54";"Annonce : Location Appartement Nancy (54000) 32 m² (362 €) 992728615780 992728615780";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF134904/1349-04-52191131-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/nancy-54000/1202502951A1KILHAP000";"";""
"ParuVendu";"1";"";"1199304082A1KILHMN000";"";"";"T3";"";"Charmante maison située en plein coeur du village de Clémensat à quelques minutes de Champeix vous offrant une cuisine, un séjour, une salle d'eau, wc, 2 pièces, cave et balcon. Référence Mandat :  04218. - 63";"Annonce : Location Maison Clémensat (63320) 57 m² (411 €) 992727174444 992727174444";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF104201/1042-01-51993577-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/maison/clemensat-63320/1199304082A1KILHMN000";"";""
"ParuVendu";"1";"";"1202410284A1KILHMN000";"";"";"T4";"";"MANDAT EXCLUSIF. BEINE, Maison entièrement restaurée de 127m², comprenant une cuisine aménagée, un séjour de 28m², trois grandes chambres, 2 wc, une salle de bains, grands dégagement pouvant faire bureau, un garage, une dépendance. Chauffage fuel + éléctrique. Double vitrage et bonne isolation. Référence Mandat :  15.04.4826. - 89";"Annonce : Location Maison Beine (89800) 127 m² (660 €) 992728574689 992728574689";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF097001/0970-01-52180666-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/maison/beine-89800/1202410284A1KILHMN000";"";""
"ParuVendu";"1";"";"1200361218A1KILHAP000";"";"";"T2";"";"MANDAT EXCLUSIF. Troyes, prox hopital lumineux T2 de 50 m² entièrement rénové avec balcon et garage privatif. Cuisine moderne entièrement équipée.~Classe Energie : D Référence Mandat :  24189. - 10";"Annonce : Location Appartement Troyes (10000) 50 m² (538 €) 992727624652 992727624652";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF101301/a430-01-50303559-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/troyes-10000/1200361218A1KILHAP000";"";""
"ParuVendu";"1";"";"1201574017A1KILHAP000";"";"";"T3";"";"MANDAT EXCLUSIF. ARGENTEUIL : orgemont , proche RER , appt de 3 piéces , séjour 26m²  et balcon , cuisine aménagée , 2 chambres , dressing , sdb et wc , double vitrage , proche commerset écoles Référence Mandat :  3061. - 95";"Annonce : Location Appartement Argenteuil (95100) 60 m² (890 €) 992728164747 992728164747";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF090101/0901-01-52113490-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/argenteuil-95100/1201574017A1KILHAP000";"";""
"ParuVendu";"1";"";"1202004183A1KILHAP000";"";"";"T1";"";"MANDAT EXCLUSIF. MENNECY - Proche toutes commodités, à 5min à pied de la gare RER D, agréable studio meublé à neuf, donnant sur espace vert offrant un séjour avec coin cuisine aménagée et salle de bains. Place de parking privative. Disponible début juin. Référence Mandat :  1221. - 91";"Annonce : Location Appartement Mennecy (91540) 26 m² (590 €) 992728372535 992728372535";"PROFESSIONNEL";"";"http://media.paruvendu.com/media-pa/LAF086701/0867-01-51088387-a.jpg?2015060802";"http://www.paruvendu.fr/immobilier/location/appartement/mennecy-91540/1202004183A1KILHAP000";"";""
