"6Clics";"1";"04/06/2015";"52134742";"SAINT GEORGES D'OLÉRON";"17190";"4";"500";"A LOUER AU PORT DU DOUHET A 200 M DE LA MER, MAISON DANS PARC RESIDENTIEL FERME COMPRENANT 3 CHAMBRES DONT UNE EN MEZZANINE, ET UN PATIO";"A LOUER LE DOUHET MAISON 3 CHAMBRES";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=52134742&provenance=consultation&TCKID=AFF6644";"";"";""
"6Clics";"1";"29/04/2015";"51737064";"PLÉRIN";"22190";"3";"573";"Proche des commerces et de la mer, dans un environnement calme , Villas Saint Laurent, maison mitoyenne de type 3 composée d'un séjour, cuisine ouverte, dégagement avec placard, wc. A l'étage,  2 chambres dont une avec placard, salle de bains, espace rangement. Terrasse et jardin clos, garage.  Classe énergie D. honoraires de location : 481.32 € TTC  Agence A LOUER 02.96.77.28.77";"Maison Plerin   3 piece(s)   61 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51737064&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"27/05/2015";"52042418";"TRÉGUEUX";"22950";"3";"580";"Proche du bourg de Trégueux, dans un environnement calme et agréable, maison de ville de type 3 composée d'une entrée sur salon séjour avec coin cuisine américaine aménagée, wc. A l'étage : 2 chambres, un espace rangement, salle de bains avec wc. Garage, terrasse avec jardin clos.      Classe énergie D. Honoraires de location 487.20 TTC.  Agence  A LOUER 02.96.77.28.77";"Maison Tregueux   3 piece(s)   60 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=52042418&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"18/03/2015";"51326154";"PLÉNEUF VAL ANDRÉ";"22370";"3";"515";"Dans un environnement exceptionnel, Les Villas du Golf, maison de ville de type 3 comprenant une entrée avec placard,  un séjour salon ouvrant sur la terrasse, cuisine ouverte, wc. A l'étage, 2 chambres  dont une avec placard, salle de bains avec wc. Terrasse exposée sud, parking, cellier extérieur.  Classe energie D. Honoraires de location 432.60 euros TTC.  Agence A.LOUER 02 96 77 28 77";"Maison Pleneuf Val Andre   3 piece(s)   63 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51326154&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"29/04/2015";"51737186";"PLOUËR SUR RANCE";"22490";"3";"548";"REFERENCE 61998  Dans résidence récente,  maison T3 duplex exposée sud . Au RDC: entrée avec placards, WC, pièce de vie lumineuse avec accès terrasse et jardinet, cuisine US, arrière cuisine. A l'étage: 2 chambres dont une avec placards, SDB avec WC, Place de parking nominative et cellier extérieur.  Loyer 548 € HC  (Honoraires de location: 460.32€ TTC)  AGENCE A.LOUER 06.22.43.65.95 www.alouer-locationgestion.fr";"Maison Plouer Sur Rance   3 piece(s)   61 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51737186&provenance=consultation&TCKID=AFF6644";"";"0622436595";"0296772877"
"6Clics";"1";"05/06/2015";"52144996";"CARANTEC";"29660";"3";"443";"Domaine de Mescaro, dispo maison T3 duplex, entrée avec placard, WC, cellier, séjour salon avec cuisine US, à l'étage, 2 chambres, SDB avec WC. Terrasse, cellier et parking. Honos 442.68 €. Agence A.LOUER 06.22.43.65.76 / 02.98.20.90.42";"Maison Carantec   3 piece(s)   60 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=52144996&provenance=consultation&TCKID=AFF6644";"";"0622436576";"0298209042"
"6Clics";"1";"08/04/2015";"51553160";"PLÉRIN";"22190";"3";"580";"Proche de la mer et de Saint Laurent, maison de type 3 composée d'une entrée sur une belle pièce de vie, une cuisine ouverte, un dégagement avec placard, wc. A l'étage, la maison dispose de 2 chambres dont une avec placard, d'une salle de bains.Terrasse et jardin clos, garage    Classe énergie D. Honoraires de location 487.20 euros TTC.  Agence A.LOUER 02 96 77 28 77";"Maison Plerin   3 piece(s)   61 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51553160&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"20/03/2015";"51326934";"PLÉNEUF VAL ANDRÉ";"22370";"3";"515";"Dans un environnement exceptionnel, Les Villas du Golf, maison de ville de type 3 comprenant une entrée avec placard,  un séjour salon ouvrant sur la terrasse, cuisine ouverte, wc. A l'étage, 2 chambres  dont une avec placard, salle de bains avec wc. Terrasse exposée sud, parking, cellier extérieur.  Classe energie D. Honoraires de location 432.60 euros TTC.  Agence A.LOUER 02 96 77 28 77";"Maison Pleneuf Val Andre   3 piece(s)   63 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51326934&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"13/05/2015";"51889903";"DOUARNENEZ";"29100";"3";"532";"Maison T3 duplex dans résidence récente : entrée, coin cuisine ouvert sur salon séjour et accès terrasse, rangements, wc. A l'étage, 2 chambres, salle de bain.   Cave et place de parking.   Très beau T3 duplex en pavillon aux Villas Tristan Quartier Tréboul moderne et récent libre fin juillet 2015. Venez vite le visiter.  Son +: spacieux et sans vis à vis.  Frais d'agence 411.60 euros TTC.  DPE 186 kwh/m2.an Classe D.   Contact A LOUER au 02 97 64 46 46 ou au 06 22 43 65 78.";"Maison Douarnenez   3 piece(s)   62 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51889903&provenance=consultation&TCKID=AFF6644";"";"0297644646";"0622436578"
"6Clics";"1";"20/03/2015";"51327130";"CARANTEC";"29660";"3";"455";"Domaine de Mescaro, disponible le 1/06/2015 très coquette maison T3 duplex, elle se compose d'une entrée avec placard, WC, un local technique pourvant accueillir machine à laver et sèche linge, un séjour salon avec cuisine ouverte, l'ensemble donnant sur une terrasse exposée SUD OUEST sans vis à vis, à l'étage vous retrouvez 2 chambres dont une avec placard aménagé, et une salle de bains avec WC. Vous disposez d'un cellier et d'une place de parking privative.    Loyer  :455 €  Charges : 25 €  Honoraires : 382.20 € TTC    Agence A.LOUER 06.22.43.65.76 / 02.98.20.90.42";"Maison Carantec   3 piece(s)   59 m2";"PROFESSIONNEL";"";"";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=51327130&provenance=consultation&TCKID=AFF6644";"";"0622436576";"0298209042"
