"Normandie";"1";"07juin 2015";"143837";"LE HAVRE";"76600";"Appartement";"440";"Bel appartement F1 bis dans immeuble calme et tranquille:saut paragraphe:Entrée, séjour spacieux:saut paragraphe:Cuisine indépendante:saut paragraphe:Salle de bain avec wc indépendants:saut paragraphe:Eau chaude, eau froide, chauffage compris dans les charges:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@1371@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=143837&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"143963";"LE HAVRE";"76600";"Appartement";"505";"Appartement F3 spacieux et lumineux:saut paragraphe:Grande pièce de vie avec cuisine indépendante, 2 CHS:saut paragraphe:Salle de douche avec lavabo et wc:saut paragraphe:chauffage et ECS gaz:saut paragraphe:Loyer: 450euros + 36euros:saut paragraphe:Réf: 1164:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@1164@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=143963&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"143839";"LE HAVRE";"76600";"Appartement";"443";"Appartement dans immeuble calme:saut paragraphe:Coin cuisine indépendant:saut paragraphe:Séjour lumineux et spacieux:saut paragraphe:Chambre claire:saut paragraphe:Salle de bain avec lavabo, wc indépendant:saut paragraphe:Loyer 420euros + 23euros:saut paragraphe:Réf: 1368:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@1368@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=143839&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"144285";"LE HAVRE";"76600";"Appartement";"390";"F 2 sous combles, double vitrage avec stores:saut paragraphe:Coin cuisine dans la pièce de vie spacieuse:saut paragraphe:Salle de bain avec lavabo, douche et WC:saut paragraphe:PAS D'HONORAIRES D'AGENCE:saut paragraphe:Loyer: 370 euros + 20 euros de charges:saut paragraphe:Réf: 124:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@124@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144285&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"144283";"LE HAVRE";"76600";"Appartement";"290";"Chambres meublées comprenant kitchenette équipée,Salle de douche/WC en partage avec un autre locataire, laverie privative:saut paragraphe:Connexion internet wifi gratuite:saut paragraphe:Loyer 250 euros + 40 euros de charges.:saut paragraphe:**** NOUS CONSULTER PLUSIEURS LOGEMENTS DISPONIBLES ****:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@135@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144283&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"144286";"LE HAVRE";"76600";"Appartement";"420";"Beau F2 dans petit immeuble tranquille:saut paragraphe:Pièce de vie spacieuse et lumineuse:saut paragraphe:Cuisine indépendante du séjour:saut paragraphe:Salle de bain avec baignoire, lavabo et WC:saut paragraphe:Grande chambre très éclairée:saut paragraphe:Loyer 400 euros + 20 euros de charges:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@120@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144286&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"144281";"LE HAVRE";"76600";"Appartement";"425";"Chambres meublées spacieuses et lumineuses avec:saut paragraphe:cuisine totalement meublée et équipée.:saut paragraphe:Laverie à disposition des locataires en sous-sol:saut paragraphe:Connexion internet sécurisée gratuite:saut paragraphe:425 euros eau, électricité et chauffage inclus:saut paragraphe:*** NOUS CONSULTER PLUSIEURS LOGEMENTS DISPONIBLES ***:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@148@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144281&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"144062";"LE HAVRE";"76600";"Appartement";"331";"Beau F1 à louer dans immeuble calme:saut paragraphe:Belle pièce de vie lumineuse et claire:saut paragraphe:Salle de douche avec wc:saut paragraphe:Chauffage et eau chaude électriques- eau froide collective:saut paragraphe:Loyer: 291euros + 40euros:saut paragraphe:Réf: 936:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@936@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144062&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"156978";"LE HAVRE";"76600";"Divers";"395";"Appartement de type 2:saut paragraphe: Cuisine, séjour, chambre, salle de douche avec WC:saut paragraphe:Loyer: 375 euros + 20 euros de charges:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@121@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=156978&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"146422";"LE HAVRE";"76600";"Appartement";"394";"A LOUER Appartement F2 Secteur Amiral Mouchez, Appartement lumineux totalement rénové :saut paragraphe:Belle pièce de vie trés clair:saut paragraphe:Salle de bain avec lavabo et wc en bon état:saut paragraphe:Une chambre spacieuse :saut paragraphe:Loyer: 380euros + 14euros:saut paragraphe:Réf: 1533:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@1533@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=146422&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"07juin 2015";"155779";"LE HAVRE";"76600";"Appartement";"465";"Appartement refait à neuf dans immeuble calme:saut paragraphe:Cuisine aménagée et équipée ouverte sur séjour:saut paragraphe:Une chambre lumineuse:saut paragraphe:Salle de douche avec wc:saut paragraphe:Loyer 450 euros + 15 euros de charges:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Appartement";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@236@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=155779&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
