"Wannonce";"1";"15/09/2014";"17941593";"Paris";"75006";"";"";"Bonjour :saut ligne:Je suis un homme de 34 et je propose un studio de 20m² dans Paris à proximité du Jardin du Luxembourg en échange de services à définir ensemble. :saut ligne:A très vite  ";"";"Particulier";"";"";"http://www.wannonce.com/annonce/propose-studio-meuble-et-refait-a-neuf-contre-serv-17941593.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480506";"Bordeaux";"33200";"";"595";"BORDEAUX CAUDERAN - APPARTEMENT T2 RECENT DE 45 M² DANS RESIDENCE RECENTE DE STANDING AU 1ER ETAGE SUR 3 AVEC ASCENSEUR. APPARTEMENT COMPOSE D'UNE ENTREE AVEC PLACARD, D'UN SEJOUR AVEC CUISINE  US MEUBLEE ET EQUIPEE (2 PLAQUES VITRO + HOTTE), D'UNE CHAMBRE AVEC PLACARD, D'UNE SDB AVEC WC. BALCON. EXPOSITION SUD. PARKING SOUS SOL SECURISE. DISPONIBLE SEPTEMBRE 2014. LOYER : 595 euros CC (communs). DEPOT DE GARANTIE : 555 euros. HONO LOC : 343 euros. FRAIS REDACTION ACTES : 60 euros.  :saut paragraphe: :saut paragraphe:Nombre de pièces : 2 :saut paragraphe:Nombre de chambres : 1 :saut paragraphe:Surface habitable : 45 m2 :saut paragraphe:Étage : 1 :saut paragraphe:Ascenseur : oui  ";"Appartement a louer BORDEAUX";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-bordeaux-18480506.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480498";"Seyne-sur-mer";"83500";"";"581";"Chateaubanne - Appartement récent Type 2 à louer en rez de chaussée avec grande terrasse de 18m² et parking en sous-sol fermé. Exposition SUD  Séjour avec kitchnette équipée frigo et plaque de cuisson, 1 chambre, 1 salle de bain avec wc. rangements. Calme et proche toute commodité.  Réf SEY-CG848 - Loyer c/c 581 euros (eau incluse) - Fr.AG 575 euros  Disponible début décembre 2014 :saut paragraphe: :saut paragraphe:Nombre de pièces : 2 :saut paragraphe:Nombre de chambres : 1 :saut paragraphe:Surface habitable : 35 m2 :saut paragraphe:Étage : 1 :saut paragraphe:Ascenseur : oui :saut paragraphe:Terrasse : oui  ";"Appartement a louer SEYNE-SUR-MER";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-seyne-sur-mer-18480498.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480442";"Libourne";"33500";"";"480";"Libournejoli appartement de type 3 offrant une entrée, une cuisine ouverte sur séjour, deux chambres avec placards, une salle de bains, un WC séparé. Un balcon, une place de parking. :saut paragraphe: :saut paragraphe:Nombre de pièces : 3 :saut paragraphe:Nombre de chambres : 2 :saut paragraphe:Surface habitable : 62 m2 :saut paragraphe:Étage : 2  ";"Appartement a louer LIBOURNE";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-libourne-18480442.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480422";"Pont st esprit";"30130";"";"590";"Bel et grand appartement lumineux entièrement rénové avec qualité et goût.Cuisine équipée et aménagée, séjour et salon avec balcon, loggia fermée, deux grandes chambres avec placard, vue dégagée, très lumineux.Loyer CC : 590 euros ( chauffage, ordures ménagères, entretien des communs, eau chaude)Dépôt de garantie : 500 eurosHonoraires : 300 euros TTC :saut paragraphe: :saut paragraphe:Nombre de pièces : 4 :saut paragraphe:Nombre de chambres : 2 :saut paragraphe:Surface habitable : 80 m2 :saut paragraphe:Étage : 4  ";"Appartement a louer pont st esprit";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-pont-st-esprit-18480422.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480341";"Saint-ambroix";"30500";"";"430";"A louer centre ville Saint-Ambroix, P2 ensoleillé avec balcon, loyer 400 euros + 29.5 charges, honoraires 200 euros, caution 400 euros, ref 31111, à voir sur www.saint-ambroix.letuc.com :saut paragraphe: :saut paragraphe:Nombre de pièces : 2 :saut paragraphe:Surface habitable : 42 m2  ";"Appartement a louer saint-ambroix";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-saint-ambroix-18480341.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480336";"Paris";"75018";"";"1010";"EPINETTES - RUE DE LA JONCQUIERE SPLENDIDE 2 PIECES DE 32M² 3EME ETG AVEC ASC RENOVATION HAUT DE GAMME PAR CABINET D'ARCHITECTE COMPRENANT UNE ENTREE AVEC BUANDERIE, UNE CUISINE SEPAREE AMENANGEE ET EQUIPEE, UN BEAU SEJOUR, UNE GRANDE CHAMBRE, UNE DOUCHE A L'ITALIENNE AVEC WC TRES BELLE COPROPRIETE TOUT PARQUET A VOIR ABSOLUMENT CONTACT 0659251867 Jacqueline  :saut paragraphe: :saut paragraphe:Nombre de pièces : 2 :saut paragraphe:Nombre de chambres : 1 :saut paragraphe:Surface habitable : 32 m2 :saut paragraphe:Étage : 3  ";"Appartement a louer PARIS";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-paris-18480336.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480257";"Marseille";"13011";"";"750";"A louer, Quartier Saint Marcel. Dans une résidence sécurisée, à deux pas des commerces et des transports, appartement avec superbe vue dégagée est-ouest. De type T3 / 4 de 65 m². Il est équipé de double vitrage, en bon état.loyer : 750 euros charges incluseshonoraires : 845 euros :saut paragraphe: :saut paragraphe:Nombre de pièces : 4 :saut paragraphe:Nombre de chambres : 2 :saut paragraphe:Surface habitable : 64 m2 :saut paragraphe:Surface au sol avec le terrain : 2 m2 :saut paragraphe:Étage : 7  ";"Appartement a louer MARSEILLE";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-marseille-18480257.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480242";"Marseille";"13013";"";"420";"A louer quartier Malpassé. Studio en parfait état de 25 m² situé au premier étage d'une copropriété bien entretenue.Possibilité de se garer dans le parking collectif de la copropriété.loyer 420 euros charges incluseshonoraires : 325 euros :saut paragraphe: :saut paragraphe:Nombre de pièces : 1 :saut paragraphe:Surface habitable : 24 m2 :saut paragraphe:Étage : 1  ";"Appartement a louer MARSEILLE";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-marseille-18480242.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
"Wannonce";"1";"15/09/2014";"18480238";"Marseille";"13013";"";"620";"A LOUER MARSEILLE 13013, quartier ST JUST. 24 Avenue COROT  Ce charmant T2 se situe au rez de chaussée sécurisé d'une résidence neuve. Il dispose d'une cuisine semi équipée (plaque, hotte, four) ouverte sur salon, d'une chambre avec placard aménagé, d'une salle de bains avec wc. Il est doté d'une place de parking en sous sol. Terrasse de 13m².Proches commodités et commerces.Loyer : 620 euros charges comprises.Honoraires : 550 euros. :saut paragraphe: :saut paragraphe:Nombre de pièces : 2 :saut paragraphe:Nombre de chambres : 1 :saut paragraphe:Surface habitable : 42 m2 :saut paragraphe:Ascenseur : oui :saut paragraphe:Terrasse : oui  ";"Appartement a louer MARSEILLE";"Professionnel";"";"";"http://www.wannonce.com/annonce/appartement-a-louer-marseille-18480238.htm?pa=fr&z2=&z3=2&z4=&z5=1&z6=&zok=1&z1=0";"";""
