"6Clics";"1";"10/07/2014";"49542230";"SAINT GEORGES D'OLÉRON";"17190";"4";"920";"Proche d'une belle plage (La gautrelle), maison pour 8 personnes avec piscine a louer";"A LOUER MAISON AVEC PISCINE 3 CHAMBRES";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43021538_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49542230&provenance=consultation&TCKID=AFF6644";"";"";""
"6Clics";"1";"10/07/2014";"49543113";"SAINT PIERRE D'OLÉRON";"17310";"3";"400";"chalet en bois climatisé au coeur d'un parc résidentiel avec piscine chauffée et près des commerces. La maison se compose de 2 chambres, 1 pièce de vie avec cuisine équipée, une salle de douche avec WC, une terrasse sous pergola, le tout sur un terrain d'environ 200 m² privatif avec 2 places de parking.";"LOCATION SAISONNIERE SAINT PIERRE D'OLERON";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43021534_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49543113&provenance=consultation&TCKID=AFF6644";"";"";""
"6Clics";"1";"10/07/2014";"49542466";"LE GRAND VILLAGE PLAGE";"17370";"3";"500";"A louer Grandvillage plage, maison avec 2 chambres, proche mer et à environ 1 km du centre ville";"A LOUER MAISON GRANDVILLAGE PLAGE PROCHE MER";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43021537_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49542466&provenance=consultation&TCKID=AFF6644";"";"";""
"6Clics";"1";"11/09/2014";"49717404";"PLÉRIN";"22190";"3";"618";"Dans quartier calme et agréable à proximité des commerces et de la mer, les Villas Saint-Laurent, maison mitoyenne de type 3 comprenant entrée avec placard, salon séjour avec coin cuisine ouverte, wc. A l'étage : 2 chambres dont une avec placard, salle de bains. Garage, terrasse, jardin clos.   Classe énergie D. Honraires 7% du loyer annuel HC  Agence A.LOUER 02 96 77 28 77";"Maison Plerin   3 piece(s)   58 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43061223_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49717404&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296858030"
"6Clics";"1";"24/08/2014";"49643665";"PLÉRIN";"22190";"";"680";"Dans un lotissement calme et agréable, proche du centre de plérin, maison T5 au Village du Chêne vert composé d'une entrée sur salon séjour, cuisine, 1 chambre au rdc, salle d'eau, wc, placard, à l'étage 3 chambres avec placards, salle de bains avec wc séparés. Terrasse, jardin, garage.  Classe énergie D. hon. 7% du loyer annuel HC  Agence A LOUER  02.96.77.28.77";"Maison Plerin   85 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43043916_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49643665&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"10/07/2014";"49542503";"SAINT BRIEUC";"22000";"4";"573";"Dans un quartier pavillonaire, proche du bourg de Cesson, agréable maison mitoyenne de type 4 composé d'une d'entrée avec placard, salon séjour avec coin cuisine américaine, wc. A l'étage : 3 chambres, salle de bains. Garage, terrasse.     Classe énergie C. Honoraires 7% du loyer annuel HC                                                                                                                                                                                                                                                      Agence A louer 02 96 77 28 77";"Maison Saint-brieuc   4 piece(s)   81 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43021470_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49542503&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"31/07/2014";"49603397";"LANGUEUX";"22360";"3";"578";"Agréable maison de type T3, dans quartier récent, Le Domaine de la Source, composée d'une entrée avec placard, wc, salon séjour ouvrant sur une terrasse, cuisine ouverte. A l'étage, 2 chambres dont une avec placard et d'une salle de bains. Terrasse, garage        Classe énergie D. Honoraires 7% du loyer anuuel HC       Agence A LOUER 02.96.77.28.77";"Maison Langueux   3 piece(s)   57 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43040616_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49603397&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296858030"
"6Clics";"1";"10/07/2014";"49542583";"PLÉRIN";"22190";"5";"700";"Dans un lotissement calme et agréable, proche du centre ville, maison T5 comprenant une entrée sur salon séjour, cuisine aménagée et équipée (plaques gaz, four, hotte), chambre, salle d'eau, wc.  A l'étage : 3 chambres, salle de bains, wc. Jardin clos, terrasse ensoleillée, garage, chauffage gaz .   Classe énergie: D - Hon. 7% loyer annuel HC.  Agence A.louer 02.96.77.28.77";"Maison Plerin   5 piece(s)   87 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43021468_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49542583&provenance=consultation&TCKID=AFF6644";"";"0296772877";"0296772877"
"6Clics";"1";"30/08/2014";"49664632";"PLOEMEUR";"56270";"4";"754";"Très belle maison moderne en copropriété au Villas Marines (20 Bd des Sables Blancs) en face de la mer libre début octobre 2014 comprenant un garage, 2 wc, 3 grandes chambres avec placards aménagés, SDB avec baignoire et jardin privatif.  Classe DPE D - 209 kwhp/m2.an.  Frais d'agence 7%TTC du loyer annuel hors charges.  Dépôt de garantie";"Maison Ploemeur   4 piece(s)   73 m2";"PROFESSIONNEL";"";"http://perso.mixad.com/Photos/THUMBS/1215383_43053704_1.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49664632&provenance=consultation&TCKID=AFF6644";"";"0622436578";"0297644646"
"6Clics";"1";"05/09/2014";"49699992";"COUSOLRE";"59149";"3";"550";"Maison comprenant salon-salle à manger, cuisine équipée, salle de bain avec douche, palier, 2 grandes chambres, cave, terrasse, grand jardin. chauffage électrique avec compteur bi horaire, double vitrage.";"MAISON A LOUER A COUSOLRE";"PARTICULIER";"";"http://perso.mixad.com/Photos/THUMBS/43056844_635454471903980000.jpg";"http://perso.mixad.com/pa/annonce/annonce_detail.asp?NUM=49699992&provenance=consultation&TCKID=AFF6644";"";"";""
