"Cologimmo";"1";"15/09/2014";"757450";"Nice";"06000";"T2";"480";" appartement 2 pièces meublées spacieux de 52 m2 avec jardin privatif dans petit immeuble - pas de vis-à-vis - très clair - 5 minutes à pied du centre ville - très calme - double vitrage - volets roulants sur toutes les fenêtres - sans vis-à-vis comprenant une cuisine - un séjour - une chambre à coucher - une salle de bains - un jardin - grande baie vitrée - appartement en très bon état - refait à neuf - mobilier très complet neuf - micro onde - table de cuisine - chaises de cuisine - cuisine avec placards - deux meuble bas de cuisine - canapé - meuble Hi-Fi et télévision - grande bibliothèque - bureau - lit - armoire à glace - deux tables de chevet avec lampe - halogène - salle de bains avec douche avec cabine - wc - digicode - parking - libre le 17 septembre.";"offre » location  » appartement  » 2 pièce(s)  » 52 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_15_09_2014_122309.jpg";"http://www.cologimmo.com/location-appartement-06-Alpes-Maritimes-Nice-zz-757450.html";"";"";""
"Cologimmo";"1";"14/09/2014";"757207";"Nanterre";"92200";"appartement  ";"100";" situé dans une cour privé gardé 24h/24h :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:location boxes rangement privatif ferment à clé :saut ligne::saut paragraphe:idéale pour y stocker meubles ou des objets lourd et volumineux :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:hauteur intérieur de 2.30m a 3.40m :saut ligne::saut paragraphe:selon vos besoin je dispose 7 grandeurs & volume différent de Boxes possibles jusqu’à 60m3 :saut ligne::saut paragraphe:location possible a court durée ou a l’année à partir 100€/mois :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:également possible de stocker 2m²-3m²-4m²-5m²-6m² :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:situé de plein pied vous accédez directement à votre box en voiture & camion :saut ligne::saut paragraphe:décharger & charger vos affaires devant la porte de votre box :saut ligne::saut paragraphe:a deux pas du centre-ville a 5mn gare rer :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:vous pouvez me joindre par téléphone au 01.48.46.25.62 :saut ligne::saut paragraphe:du lundi au samedi de 10 h à 12 h 30 et 14h a 19 h :saut ligne::saut paragraphe:sauf dimanches & les jours fériés  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:aucun renseignement par mail :saut ligne::saut paragraphe:pensez à garder cette annonce dans vos favoris pour vous & vos amies";"offre » location  » appartement   ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_12_08_2014_155855.jpg";"http://www.cologimmo.com/location-appartement-92-Hauts-de-Seine-Nanterre-zz-757207.html";"";"";""
"Cologimmo";"1";"14/09/2014";"756195";"75015";"";"divers  ";"1";" Dans un ensemble fermé gardé 24h-24h :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Location de box pour ranger ou  stocker  :saut ligne::saut paragraphe:Idéale pour y entreposer cartons, meubles, objets etc.. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Possible de louer pour 1 Mois quelques mois où à l’année  :saut ligne::saut paragraphe:Hauteur intérieurs varie de 2,40 à 3.50m :saut ligne::saut paragraphe:Choix boxes de 5- 9 -11-15-18m²  :saut ligne::saut paragraphe:Possible de jumelé des Boxes pour augmenté la surface  :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Mieux que des Promo   :saut ligne::saut paragraphe:Plus Besoin de réduire la surface & le volume de votre Box pour en réduire le PRIX  :saut ligne::saut paragraphe:ici des PRIX Bas toute l’année ! :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Vous déchargez devant la porte de votre box accessible au utilitaire pas de limite hauteur :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Renseignements 01.48.46.25.62  :saut ligne::saut paragraphe:du lundi au samedi  :saut ligne::saut paragraphe:de 9 h 30 à 12 h 45 et 13 h 30 a 19 h 30  :saut ligne::saut paragraphe:sauf les jours fériés :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Aucun renseignement par mail";"offre » location  » divers   ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_6_04_2014_122155.jpg";"http://www.cologimmo.com/location-divers-75-Paris-75015-zz-756195.html";"";"";""
"Cologimmo";"1";"14/09/2014";"750145";"Ventron";"88310";"T1";"280";" A LOUER A VENTRON- (Hautes-Vosges) :saut ligne::saut paragraphe:Au centre du village, joli appartement avec entrée, grande cuisine équipée neuve (machine à laver le linge, four, plaque à induction, frigo, hotte aspirante et différents éléments de rangement + grand plan de travail), 1 grande chambre, 1 salle d'eau (avec cabine de douche, lavabo, miroir, luminaires), wc séparé. :saut ligne::saut paragraphe:Cave au sous-sol. :saut ligne::saut paragraphe:Entièrement rénové (fenêtres double vitrage, chauffage électrique et isolation label PROMOTELEC). :saut ligne::saut paragraphe:Pas de charges communes, pas de frais d'agence. :saut ligne::saut paragraphe:Loyer Mensuel : 280 €. :saut ligne::saut paragraphe:Visible avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 1 pièce(s)  » 38 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_28_01_2013_140231.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-Ventron-zz-750145.html";"";"";""
"Cologimmo";"1";"14/09/2014";"752248";"VENTRON";"88310";"T5";"525";" VENTRON  (Hautes-Vosges) :saut ligne::saut paragraphe:Proche du centre du village avec une exposition PLEIN SUD, et à quelques minutes de la station de ski de l'Ermitage de FRERE JOSEPH : :saut ligne::saut paragraphe:Bel appartement F5 en duplex d'environ 95 m² habitables, entièrement rénové et réaménagé, complètement individualisé avec entrée privée (à considérer pratiquement comme une maison individuelle) comprenant : :saut ligne::saut paragraphe:* Au sous-sol (accessible par un escalier intérieur depuis l'entrée de l'appartement) : cave et chaufferie (avec chaudière individuelle fuel, citerne fuel, et chauffe-eau électrique). :saut ligne::saut paragraphe:* Au rez-de-chaussée : entrée indépendante, local avec WC et espace lave-linge + sèche-linge, cuisine entièrement équipée ouverte avec bel escalier intérieur d'accès à l'étage, un grand salon séjour de  38 m² avec poêle au bois moderne et cheminée tubée, et 1 chambre. :saut ligne::saut paragraphe:* A l'étage : palier-dégagement avec vastes placards de rangement, 1 grande chambre à coucher avec placards muraux, 1 pièce (petite chambre ou bureau), 1 salle de bains entièrement équipée avec baignoire, douche, lavabo + meuble + miroirs et luminaires. :saut ligne::saut paragraphe:* Equipements : chauffage central par chaudière individuelle fuel + chauffage par poêle bois dans le séjour, fenêtres double vitrage oscillo-battants, bonne isolation, à l'extérieur terrasse bois (accès empierré et partie macadamisée), hangar en bois neuf de 6,40 m x 1,53 m avec alimentation électrique (pour stockage bois et matériel de jardin). :saut ligne::saut paragraphe:Date de disponibilité à convenir. :saut ligne::saut paragraphe:LOYER MENSUEL : 525 €. :saut ligne::saut paragraphe:(Pas de charges communes et pas de frais d'Agence). :saut ligne::saut paragraphe:Visible avec plus de photos de l'intérieur et de l'extérieur sur le site INTERNET personnel de notre agence.";"offre » location  » appartement  » 5 pièce(s)  » 95 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_17_05_2013_084945.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-752248.html";"";"";""
"Cologimmo";"1";"14/09/2014";"595345";"VENTRON";"88310";"T3";"420";" VENTRON (Hautes-Vosges) :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:A louer au centre du village, dans un petit immeuble collectif, 3 appartements de type F3 d'environ 65 m² habitables, entièrement rénovés, savoir : :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:1) Appartement F3 de plein pied au rez-de-chaussée, idéal pour personne à mobilité réduite, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards), séjour, 2 chambres, 1 cave, 1 local extérieur avec électricité et cheminée + bassin, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:2) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, 1 cave, 1 grenier, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:3) Appartement F3 au 1er étage, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour, 2 chambres, 1 cave, 1 grenier, jardin privatif et parking. :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:Chauffage de chaque appartement par chaudière individuelle gaz neuve de marque VAILLANT (faible consommation). :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:LOYERS MENSUELS : 420 € :saut ligne::saut paragraphe:Disponibles immédiatement.";"offre » location  » appartement  » 3 pièce(s)  » 65 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_28_01_2012_091515.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-595345.html";"";"";""
"Cologimmo";"1";"14/09/2014";"613822";"VENTRON";"88310";"T3";"425";" FRANCE - VENTRON (Hautes-Vosges), proche de toutes commodités et à quelques minutes de la station de ski de l'Ermitage de FRERE-JOSEPH : :saut ligne::saut paragraphe:A louer à l'année au centre du village, dans un petit immeuble collectif, 1 APPARTEMENT de type F3 d'environ 65 m² habitables, entièrement rénové, comprenant : cuisine entièrement équipée (éléments haut et éléments bas, lave-vaisselle, lave-linge, four, plaque à induction, hotte aspirante, placards, VMC), séjour avec placards, 2 chambres avec placards, une salle d'eau avec cabine de douche neuf + meuble avec vasque, miroir et luminaires , 1 cave au sous-sol du bâtiment, 1 grenier au dessus de l'appartement, un grand jardin privatif et parkings arrière et avant.  :saut ligne::saut paragraphe:Chauffage central et production d'eau chaude par chaudière individuelle gaz neuve de marque VAILLANT (faible consommation).  :saut ligne::saut paragraphe:LOYERS MENSUELS : 425 €  :saut ligne::saut paragraphe:Visibles avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 3 pièce(s)  » 65 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_15_04_2012_120748.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-613822.html";"";"";""
"Cologimmo";"1";"14/09/2014";"753921";"VENTRON";"88310";"T1";"280";" A LOUER A VENTRON (Hautes-Vosges) : :saut ligne::saut paragraphe:Au centre du village, joli appartement avec grande cuisine équipée neuve (machine à laver le linge, four, plaque à induction, frigo, hotte aspirante et différents éléments de rangement + grand plan de travail), 1 grande chambre, 1 salle d'eau (avec wc, cabine de douche, lavabo, miroir, luminaires). :saut ligne::saut paragraphe:Cave au sous-sol. :saut ligne::saut paragraphe:Entièrement rénové (fenêtres double vitrage, chauffage électrique et isolation). :saut ligne::saut paragraphe:Pas de charges communes, pas de frais d'agence. :saut ligne::saut paragraphe:Loyer Mensuel : 280 €. :saut ligne::saut paragraphe:Visible avec plus de photos sur le site INTERNET personnel de notre Agence.";"offre » location  » appartement  » 1 pièce(s)  » 36 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_26_08_2013_104633.jpg";"http://www.cologimmo.com/location-appartement-88-Vosges-VENTRON-zz-753921.html";"";"";""
"Cologimmo";"1";"14/09/2014";"757441";"ACHERES";"78260";"T2";"890";" 2 mn de la gare RER A/SNCF d'Achères Ville, proximité de la forêt de St Germain En Laye. F2, 50 m² au 1er étage dans résidence calme, exposé Sud/Ouest : séjour, wc et salle de bains séparés, cuisine équipée, chauffage individuel gaz. Balcon de 12 m2, Nombreux rangements, Parking boxé + emplacement extérieur possible, Interphone, Digicode. 890 €/mois charges comprises. Libre le 1er novembre. Tél : 06.81.51.52.13";"offre » location  » appartement  » 2 pièce(s)  » 50 m² ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_14_09_2014_130132.jpg";"http://www.cologimmo.com/location-appartement-78-Yvelines-ACHERES-zz-757441.html";"";"";""
"Cologimmo";"1";"13/09/2014";"756816";"75017";"";"appartement  ";"5";" vous allez déménager ou vous manquez de place ! :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:vous avez besoin d’un local petit ou grand :saut ligne::saut paragraphe:pour stocker-ranger vos affaires :saut ligne::saut paragraphe:pour une durée indéterminé appeler moi au 01.48.46.25.62 :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:nous avons toujours une solution = question prix nous somme imbattable ! :saut ligne::saut paragraphe:venez le vérifier :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:demander Alexandre :saut ligne::saut paragraphe:du lundi au samedi de 9 h 30 à 12 h 30 de 13 h 30 à 19 h 30 :saut ligne::saut paragraphe:sauf dimanche & les jours fériés :saut ligne::saut paragraphe: :saut ligne::saut paragraphe:hauteur de stockage 2.30 m a 3.30m :saut ligne::saut paragraphe:ex box 7m²- 9m²- 11m²- 14m²- 18m² :saut ligne::saut paragraphe:Besoin 2m²-3m²-4m²-5m² pas de problèmes voici nos forfait  :saut ligne::saut paragraphe:clé sécurisée = pour accédez à votre location";"offre » location  » appartement   ";"";"";"http://www.cologimmo.com/images_ann/affi/image_du_12_06_2014_161058.jpg";"http://www.cologimmo.com/location-appartement-75-Paris-75017-zz-756816.html";"";"";""
