"AnnoncesJaunes";"1";"15/09/2014";"d1efcbe4-a838-e411-a2a5-5cf3fc6a23ca";"LUSIGNY";"03230";"2";"250";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose cet appertement situé au bourg de lusigny, F2, en très bon état composé d'un séjour avec coin cuisine, une chambre.";"	Location Appartement  ?usigny (03230     )  30 m²  ?50 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media1.annoncesjaunes.fr/Files/Images/20140910/D1EFCBE4-A838-E411-A2A5-5CF3FC6A23CA_3C837663-2467-41B2-98CD-23061E35396C_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/162/location/appartement/lusigny/d1efcbe4-a838-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"0e1cb263-ca3b-e411-a2a5-5cf3fc6a23ca";"MOULINS";"03000";"1";"190";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose au coeur du centre ville, studio en très bon état donnant sur une cour intérieure.";"	Location Appartement  ?oulins (03000     )  18 m²  ?90 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140914/0E1CB263-CA3B-E411-A2A5-5CF3FC6A23CA_4FEF4BB8-B063-4057-8D5A-F48526A967BA_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/appartement/moulins/0e1cb263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"0a1cb263-ca3b-e411-a2a5-5cf3fc6a23ca";"MOULINS";"03000";"2";"440";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose cet appartement proche du centre ville entièrement refait à neuf avec place de stationnement.";"	Location Appartement  ?oulins (03000     )  47 m²  ?40 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140914/0A1CB263-CA3B-E411-A2A5-5CF3FC6A23CA_F4B66FB7-8470-4466-AD7B-5643FA441342_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/appartement/moulins/0a1cb263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"171db263-ca3b-e411-a2a5-5cf3fc6a23ca";"ST POURCAIN SUR SIOULE";"03500";"3";"420";":saut ligne::saut paragraphe:			ST POURCAIN - Belle Maison de Ville en Triplex - Cuisine ouverte sur Séjour - 2 Chambres - Salle d'eau / WC - Loyer Mensuel 420 Euro + Charges - Frais Agence : 252 Euro";"	Location Maison  ?t pourcain sur sioule (03500     )  60 m²  ?20 € - Century 21 Lefebvre Immobilier";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140914/171DB263-CA3B-E411-A2A5-5CF3FC6A23CA_38ACA632-861A-4501-B64E-593DF103889F_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/maison/st-pourcain-sur-sioule/171db263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"05948007-bf2f-e311-9ab4-5cf3fc6a23ca";"MOULINS";"03000";"2";"275";":saut ligne::saut paragraphe:			A moulins, appartement à louer, à deux pas du centre ville, au premier étage, composé : d'une pièce de vie de 20m², une chambre de 10m², et une salle d'eau, wx. Chauffage central gaz. Cave. Prix : 275 € par mois de loyer et 25€ de charges par mois.  Jouan Immobilier, 1 place Jean Jaurès, 03160 YGRANDE, 04 70 66 31 16, jouanmi@wanadoo.fr, www.immocentrefrance.fr.  Informations Loi Alur : Honoraires = 165 euros  - Quartier/Proximité :  Moulins";"	Location Appartement  ?oulins (03000)  30 m²  ?75 € - Gannat Immobilier";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20131008/05948007-BF2F-E311-9AB4-5CF3FC6A23CA_544FA711-D2EB-4266-B3B1-F2DCD4F26761_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/114/location/appartement/moulins/05948007-bf2f-e311-9ab4-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"d3efcbe4-a838-e411-a2a5-5cf3fc6a23ca";"MOULINS";"03000";"3";"285";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose proche du multiplexe et du centre ville F2 composé d'une pièce principale cuisine, une chambre, un bureau";"	Location Appartement  ?oulins (03000     )  31 m²  ?85 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140910/D3EFCBE4-A838-E411-A2A5-5CF3FC6A23CA_50365348-CF71-41A7-AF72-E123A2D7CCB9_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/162/location/appartement/moulins/d3efcbe4-a838-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"0d1cb263-ca3b-e411-a2a5-5cf3fc6a23ca";"AVERMES";"03000";"7";"850";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose cette vaste demeure située dans un quartier résidentiel composée d'un salon, un séjour, 5 chambres, une salle de bain, une salle d'eau, un terrain clos de 3200 M².";"	Location Maison  ?vermes (03000     )  133 m²  ?50 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140914/0D1CB263-CA3B-E411-A2A5-5CF3FC6A23CA_78A180FD-0574-490E-BC93-347CD1F6CE07_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/maison/avermes/0d1cb263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"e4eb62b1-b53b-e411-a2a5-5cf3fc6a23ca";"GANNAT";"03800";"3";"450";":saut ligne::saut paragraphe:			A LOUER GANNAT, maison sur deux niveau se composant: une grande cuisine, un salon salle à manger, salle d'eau et wc. Etage deux grandes chambres, placard. impasse servant de cour. chauffage central gaz. DPE en cours  Garant obligatoire Tél  à JOUAN IMMOBILIER 17, cours de la république 03800 GANNAT   gannat.immo@wanadoo.fr   Tél 04 70 90 05 01.  Informations Loi Alur : Honoraires = 297 euros  - Quartier/Proximité :  Gannat";"	Location Maison  ?annat (03800)  70 m²  ?50 € - Gannat Immobilier";"PROFESSIONNEL";"";"";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/maison/gannat/e4eb62b1-b53b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"0b1cb263-ca3b-e411-a2a5-5cf3fc6a23ca";"TOULON SUR ALLIER";"03400";"4";"760";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose ce bel appartement F4 au 2 ème étage dans un magnifique château situé à Toulon sur Allier profitant d'un parc exceptionnel avec étang, terrain de tennis, verger, garage.";"	Location Appartement  ?oulon sur allier (03400     )  107 m²  ?60 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media1.annoncesjaunes.fr/Files/Images/20140914/0B1CB263-CA3B-E411-A2A5-5CF3FC6A23CA_EC06CBC1-D372-4091-BF3C-F12E28B50561_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/appartement/toulon-sur-allier/0b1cb263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"b3136434-9017-e411-a2a5-5cf3fc6a23ca";"SAINT-PONT";"03110";"6";"750";":saut ligne::saut paragraphe:			ALLIER IMMOBILIER,Situé à 12mn VICHY, dans village avec écoles +à 3km commerces de proximité, maison  composant: grande véranda, couloir desservant un séjour, salle à manger, cuisine fermée, équipée et aménagée. 4 chambres.Placards. salle d'eau et wc. Sous-sol complet en partie enterré. Terrain autour clos. libre 15 octobre ou 1er novembre 2014. DPE Classé D voir JOUAN IMMOBILIER 04 70 90 05 01. .  Informations Loi Alur : Honoraires = 495 euros  - Quartier/Proximité :  Saint-Pont";"	Location Maison  ?aint-pont (03110)  110 m²  ?50 € - Gannat Immobilier";"PROFESSIONNEL";"";"";"http://www.annoncesjaunes.fr/annonce-immobilier/156/location/maison/saint-pont/b3136434-9017-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"182232b1-0a12-e411-a2a5-5cf3fc6a23ca";"ST BONNET EN CHAMPSAUR";"05500";"1";"320";":saut ligne::saut paragraphe:			STUDIO MEUBLE + gd Balcon EST Dans résidence arborée proche cenEntrée av placard, pièce principale et coin cuisine équipé (plaques cuisson, frigo, mini four), Salle de bains avec WC, placards,  Casier a skisBase chauffage sol compris dans le loyerParking, espaces vertsDISPO 01/10/2014";"	Location Appartement  ?t bonnet en champsaur (05500)  ?20 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media1.annoncesjaunes.fr/Files/Images/20140723/182232B1-0A12-E411-A2A5-5CF3FC6A23CA_E042A81B-9D2B-47D8-958E-9FF2F48CA37D_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/155/location/appartement/st-bonnet-en-champsaur/182232b1-0a12-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"14/09/2014";"21e0c0fa-4f0e-e411-a2a5-5cf3fc6a23ca";"GANNAT";"03800";"1";"260";":saut ligne::saut paragraphe:			GANNAT Studio meublé avec coin cuisine et séjour, salle d'eau avec douche-wc, chauff par convecteurs électriques.";"	Location Appartement  ?annat (03800     )  20 m²  ?60 € - CENTURY 21 Agence Girard (Principal)";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140718/21E0C0FA-4F0E-E411-A2A5-5CF3FC6A23CA_3F67F748-ACF9-4F53-9A0A-E8C28901926F_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/154/location/appartement/gannat/21e0c0fa-4f0e-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"0c1cb263-ca3b-e411-a2a5-5cf3fc6a23ca";"TOULON SUR ALLIER";"03400";"1";"280";":saut ligne::saut paragraphe:			Century 21 Pierre Immobilier à MOULINS SUR ALLIER votre partenaire pour l'achat, la vente, la location, la gestion locative et le syndic de copropriété vous propose ce charmant studio situé dans un très beau château.";"	Location Appartement  ?oulon sur allier (03400     )  26 m²  ?80 € - CENTURY 21 Pierre Immobilier";"PROFESSIONNEL";"";"http://media2.annoncesjaunes.fr/Files/Images/20140914/0C1CB263-CA3B-E411-A2A5-5CF3FC6A23CA_1D06DAF8-A630-454A-AA94-A6573728EE74_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/163/location/appartement/toulon-sur-allier/0c1cb263-ca3b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"b77574fe-accd-e311-a2a5-5cf3fc6a23ca";"LAYE STATION";"05500";"2";"250";":saut ligne::saut paragraphe:			Appartement MEUBLE RDC chalet+remise+terrasse Environnement trePièce principale avec coin cuisine et coin nuitune chambre séparée, salle d'eau, WC indépendantTres belle vue sur montagne";"	Location Appartement  ?aye station (05500)  ?50 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140427/B77574FE-ACCD-E311-A2A5-5CF3FC6A23CA_DCC7E18F-7EA3-41AA-97AF-C0B35E8860DD_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/143/location/appartement/laye-station/b77574fe-accd-e311-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"df9bafe0-a71d-e311-9ab4-5cf3fc6a23ca";"CHABOTTES";"05260";"2";"350";":saut ligne::saut paragraphe:			CHABOTTES -Gd T 2 MEUBLE ds résidence calme 6 km de ST BONNET, Entrée, grd séjour lumineux av coin cuisineune grande chambre avec rangementssalle d'eau av lave linge, WC séparéchauffage: accumulateur électrique neufTOM + eau en suppl : 30€/moisfrais d'agence : 252 €";"	Location Appartement  ?habottes (05260)  ?50 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media2.annoncesjaunes.fr/Files/Images/20130915/DF9BAFE0-A71D-E311-9AB4-5CF3FC6A23CA_9E16831A-916F-4252-817C-59A44666D13A_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/111/location/appartement/chabottes/df9bafe0-a71d-e311-9ab4-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"3c938007-bf2f-e311-9ab4-5cf3fc6a23ca";"BELLENAVES";"03330";"4";"500";":saut ligne::saut paragraphe:			IMMOBILIER ALLIER - LOC 16-BELLENAVES,  10 kms Ebreuil, 20kms Gannat et 21 kms de Montmarault,  Dans un village avec nombreuses commodités, appartement F4 , très lumineux, grand séjour avec cuisine ouverte et en partie équipée, trois chambres, une salle de bains, un wc, chauffage gaz et panneau solaire pour le ballon d'eau chaude . libre Loyer: 500€ Provisions pour charges: 30€, Honoraires agence: 300€ JOUAN IMMOBILIER 04 70 90 05 01 www.immocentrefrance.fr.  Informations Loi Alur : Honoraires = 330 euros  - Quartier/Proximité :  Bellenaves";"	Location Appartement  ?ellenaves (03330)  68 m²  ?00 € - Gannat Immobilier";"PROFESSIONNEL";"";"http://media1.annoncesjaunes.fr/Files/Images/20131008/3C938007-BF2F-E311-9AB4-5CF3FC6A23CA_48F0CF3C-6E6B-4C7E-9581-1EBAFFADA3DC_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/114/location/appartement/bellenaves/3c938007-bf2f-e311-9ab4-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"80cf238b-65f3-e311-a2a5-5cf3fc6a23ca";"ST JULIEN EN CHAMPSAUR";"05500";"3";"410";":saut ligne::saut paragraphe:			Appartement DUPLEX de type 3+jardin Dans hameau calme, PLEIN SURDC : Hall, séjour et coin cuisine non équipé, salle d'eau, WC séparé,cellierEtage : palier, deux chambres sol parquet boisChauffage indiv électrique, convecteurs neufs, dbl vitrage";"	Location Appartement  ?t julien en champsaur (05500)  ?10 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140614/80CF238B-65F3-E311-A2A5-5CF3FC6A23CA_BF7447D3-0868-4905-86DE-7B13ADBB19C9_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/149/location/appartement/st-julien-en-champsaur/80cf238b-65f3-e311-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"86190ca3-ade3-e311-a2a5-5cf3fc6a23ca";"LA FARE EN CHAMPSAUR";"05500";"3";"420";":saut ligne::saut paragraphe:			la fare, TOUS COMMERCES ET ECOLES APPARTEMENT T3 situé au 3ème composé de :  hall, séjour, cuisine américaine partiellement équipée,petit balcon, salle  d'eau avec wc, grand dressing :point virgule: sols parquet flottantdouble vitrage, chauffage électrique individuel, programmable,grande cave au rez de chaussée de l'immeuble :point virgule:libre FIN JUILLET frais d'agence : 295,20 €";"	Location Appartement  ?a fare en champsaur (05500)  ?20 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140525/86190CA3-ADE3-E311-A2A5-5CF3FC6A23CA_048FC791-63D9-45F1-B4A8-A4D03401CDF5_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/147/location/appartement/la-fare-en-champsaur/86190ca3-ade3-e311-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"8eda61b6-2f2b-e411-a2a5-5cf3fc6a23ca";"ST FIRMIN EN VALGAU";"05800";"2";"400";":saut ligne::saut paragraphe:			Dans village calme 15KM de  ST BONNET T2 RDC ds maison de pays,Grande entrée coté SUD, séjour et coin cuisine partiellement équipé,une chambre avec rangement, salle d'eau ajourée avec WC.Double vitrage, bonne isolation récente, VMCChauffage indiv électrique, parking prive, caveDISPO 01/09/14";"	Location Appartement  ?t firmin en valgau (05800)  ?00 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140824/8EDA61B6-2F2B-E411-A2A5-5CF3FC6A23CA_29C1FA78-208D-4CD2-A166-C05C8171C742_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/160/location/appartement/st-firmin-en-valgau/8eda61b6-2f2b-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"79c7c80b-0b28-e411-a2a5-5cf3fc6a23ca";"ST BONNET EN CHAMPSAUR";"05500";"2";"460";":saut ligne::saut paragraphe:			Appartement de Type 2, centre village RDC donnant sur courEntrée, grand séjour-salon vouté, coin cuisine équipé, une chambreSalle d'eau ajourée, WC séparéEXPO séjour OUEST, chauffage indiv électrique programmable récentDouble vitrage";"	Location Appartement  ?t bonnet en champsaur (05500)  ?60 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140820/79C7C80B-0B28-E411-A2A5-5CF3FC6A23CA_0F0384CA-9047-4079-A990-27BE2BCEDFE6_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/159/location/appartement/st-bonnet-en-champsaur/79c7c80b-0b28-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"6a084f13-8a01-e411-a2a5-5cf3fc6a23ca";"CHAUFFAYER";"05800";"3";"395";":saut ligne::saut paragraphe:			TYPE 3 + TERRASSE ds petite copropriété à 30Mn de GAP, proche dGrand séjour et coin cuisine non équipée, donnant sur terrasse SUD, deux chambres avec placard, salle de bains spacieuse, WC séparéChauffage individuel électrique, double vitrage récent";"	Location Appartement  ?hauffayer (05800)  ?95 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140702/6A084F13-8A01-E411-A2A5-5CF3FC6A23CA_2AE6E3BE-B4E7-4921-A828-272B06EFB113_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/152/location/appartement/chauffayer/6a084f13-8a01-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"14/09/2014";"fc342a4e-8910-e411-a2a5-5cf3fc6a23ca";"DIGNE LES BAINS";"04000";"1";"370";":saut ligne::saut paragraphe:			Digne, centre ville. STUDIO au rez-de-chaussée composé d'une entrée, séjour coin cuisine, salle d'eau,wc, mezzanine, véranda et terrasse. - Libre le : 01/08/2013";"	Location Appartement  ?igne les bains (04000)  25 m²  ?70 € - TERRES ET HABITAT DE PROVENCE";"PROFESSIONNEL";"";"http://media4.annoncesjaunes.fr/Files/Images/20140721/FC342A4E-8910-E411-A2A5-5CF3FC6A23CA_FE7C2AF1-D31D-4D3F-9289-B93E2FD80DC3_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/155/location/appartement/digne-les-bains/fc342a4e-8910-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"31998c72-aef9-e311-a2a5-5cf3fc6a23ca";"POLIGNY";"05500";"4";"460";":saut ligne::saut paragraphe:			Type 4 , 1er étage de maison de village+jardin Ds hameau 3 KM dHall, couloir, séjour, une chambre attenante, cuisine séparée aménagée, deux chambres communicantes expo SUD , balcon, salle de  bains avec WC. chauffage electrique individuel, dble vitrage.Jardin clos, grenier DISPO 20/09/2014";"	Location Appartement  ?oligny (05500)  ?60 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140622/31998C72-AEF9-E311-A2A5-5CF3FC6A23CA_EADB0AAC-283C-45A1-BF82-4C9C840D0FDF_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/151/location/appartement/poligny/31998c72-aef9-e311-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"14/09/2014";"f67f7fd0-7af3-e311-a2a5-5cf3fc6a23ca";"DIGNE LES BAINS";"04000";"2";"410";":saut ligne::saut paragraphe:			DIGNE centre,  Appartement type 2, séjour, cuisine américaine, une chambre, dressing, salle d'eau, toilettes. Une cave. LOYER CC : 417 euros - CAUTION : 410 euros - FRAIS D AGENCE : 290 euros. - Libre le : 12/09/2014";"	Location Appartement  ?igne les bains (04000)  51 m²  ?10 € - TERRES ET HABITAT DE PROVENCE";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140614/F67F7FD0-7AF3-E311-A2A5-5CF3FC6A23CA_21076D2A-9FCB-40BF-81C4-2E8D8722EFB2_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/149/location/appartement/digne-les-bains/f67f7fd0-7af3-e311-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"178a6e7d-9d1e-e411-a2a5-5cf3fc6a23ca";"ST LEGER LES MELEZES";"05500";"3";"450";":saut ligne::saut paragraphe:			dans jolie petite résidence neuve, centre village APPARTEMENT  entrée av rangement, séjour donnant sur terrasse ouest,cuisine US équipée ,  1 chambre donnant sur terrasse,1 chambre av rangement,  salle d'eau (cabine douche, lavabo, sèche serviette, installation lave-linge) WC aéré indépendant :point virgule:chauffage sol électrique/thermostat ds chaque pièce, cave 4 m2 :point virgule:DPE en cours";"	Location Appartement  ?t leger les melezes (05500)  ?50 € - INTER ALPES IMMOBILIER";"PROFESSIONNEL";"";"http://media3.annoncesjaunes.fr/Files/Images/20140808/178A6E7D-9D1E-E411-A2A5-5CF3FC6A23CA_F136050F-65E8-47F0-9F49-F6DD631FA423_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/157/location/appartement/st-leger-les-melezes/178a6e7d-9d1e-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"14/09/2014";"049d5d60-b81e-e411-a2a5-5cf3fc6a23ca";"LURS";"04700";"4";"750";":saut ligne::saut paragraphe:			Lurs. Dans village typiquement provençal, superbe appartement en duplex entièrement rénové et composé de :  Au 1er niveau : séjour avec vue panoramique - cuisine ouverte équipée, WC au 2° niveau : un dégagement, 3 chambres, salle de bains, WC.";"	Location Appartement  ?urs (04700     )  69 m²  ?50 € - Provence Immobilier";"PROFESSIONNEL";"";"http://media2.annoncesjaunes.fr/Files/Images/20140808/049D5D60-B81E-E411-A2A5-5CF3FC6A23CA_B2384D57-0D8F-4FB0-AA86-B254B11B451D_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/157/location/appartement/lurs/049d5d60-b81e-e411-a2a5-5cf3fc6a23ca.html";"";""
"AnnoncesJaunes";"1";"15/09/2014";"a0105bd0-6339-e411-a2a5-5cf3fc6a23ca";"DIGNE LES BAINS";"04000";"4";"670";":saut ligne::saut paragraphe:			DIGNE, La Sebe. Situé au 1er étage d'un immeuble sécurisé, BEL APPARTEMENT TYPE 4 avec balcon et cave. Entrée avec placard, séjour donnant sur un balcon, cuisine, cellier, dégagement avec placards, toilettes, salle d'eau, 3 chambres dont 2 avec placard. Chauffage collectif, parking. LOYER CC : 670 euros (provisions sur charges 100 euros + 20 euros pour les OM). CAUTION : 550 euros - FRAIS D AGENCE : 340 euros.";"	Location Appartement  ?igne les bains (04000)  67 m²  ?70 € - TERRES ET HABITAT DE PROVENCE";"PROFESSIONNEL";"";"http://media2.annoncesjaunes.fr/Files/Images/20140911/A0105BD0-6339-E411-A2A5-5CF3FC6A23CA_00DE81F2-ED27-4D93-9229-E40BF1872685_Zoom.jpg";"http://www.annoncesjaunes.fr/annonce-immobilier/162/location/appartement/digne-les-bains/a0105bd0-6339-e411-a2a5-5cf3fc6a23ca.html";"";""
