"Normandie";"1";"15/09/2014";"144208";"GONFREVILLE-L'ORCHER";"76700";"Divers";"";"A LOUER Ensemble de bureaux neufs Le Havre périphérie, belle prestation, 120Euro HT HC/m2/an:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@462ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144208&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144205";"LE HAVRE";"76600";"Divers";"26400";"a vendre - fond de commerce - activité bar -secteur Coty -:saut paragraphe:200 m2 avec un étage , proche tout commerces , rue passante .:saut paragraphe:LOYER 2200 Euro TTC foncier inclus .:saut paragraphe:Droit au bail à 80000 Euro . :saut paragraphe:Nous contacter:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@480-fp@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144205&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"143804";"SANDOUVILLE";"76430";"Divers";"184800";"A LOUER Sandouville Entrepôt 4400m2 dans la Zone Industrielle et Portuaire, sur le Parc des Alizées, nous vous proposons à la location 2 cellules d'entrepôts disposant d'une grande hauteur de stockage, ponts roulants possible:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@184jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=143804&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144209";"LE HAVRE";"76600";"Divers";"403200";"A LOUER -  Local commercial  centre ville le Havre - emplacement n° 1  - environ 90M2  avec une cave de 37M2 :saut paragraphe:droit au bail à 60000Euro  - loyer mensuel 2800 Euro HT  , foncier environ 3800 Euro  par an . nous contacter  pour visiter .:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@452-fp@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144209&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144245";"LE HAVRE";"76600";"Divers";"";"Au Havre, dans le quartier de l'Eure, au sein d'un immeuble de bureau récent, plusieurs surfaces de bureau disponibles à la location.:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@301ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144245&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144251";"SANDOUVILLE";"76430";"Divers";"102000";"Dans la zone des Alizés, nous vous proposons à la location un local local d'activité d'environ 1500 m2 avec une cour extérieure d'environ 3500 m2 et une très bonne visibilité.:saut paragraphe:Lot 1 : 665 m2 d'atelier + 115 m2 environ de bureaux:saut paragraphe:Lot 2 : 665 m2 d'atelier + 115 m2 environ de bureaux. Pont roulant de 5T:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@276jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144251&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144226";"LE HAVRE";"76600";"Divers";"";"Au Havre, dans le quartier des Docks, nous vous proposons à la location ou à la vente, des surfaces de bureaux au sein d'un programme neuf de grande qualité.:saut paragraphe:Possibilité d'étudier la construction d'un clé en main.:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@397ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144226&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144229";"LE HAVRE";"76600";"Divers";"187200";"A LOUER Plateau de bureaux Le Havre Ville Haute 120 m2, construction HQE située en Zone Franche:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@384ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144229&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144276";"LE HAVRE";"76600";"Divers";"";"A LOUER - Bureaux 170m2 Le Havre Centre Ville:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@167ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144276&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144238";"SANDOUVILLE";"76430";"Divers";"120000";"A LOUER - Local d'activité de 1540 m2 - Sandouville:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@330jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144238&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144269";"LE HAVRE";"76600";"Divers";"";"A LOUER Local d'activité de 2700 m2 Le Havre, dans le quartier de l'Eure, sur un axe passant, un emplacement de premier ordre pour une entreprise ayant besoin de surface de show room, bureaux, entrepôt et parking.:saut paragraphe:L'ensemble immobilier est situé sur un terrain d'environ 3300 m2 et se décompose de la manière suivante::saut paragraphe:- 800 m2 de showroom:saut paragraphe:- 400 m2 de bureaux:saut paragraphe:- 1500 m2 d'entrepôt:saut paragraphe:- 500 m2 de terrain à usage de parkings:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@198jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144269&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144277";"LE HAVRE";"76600";"Divers";"";"A LOUER - Bureaux 640m2 Le Havre Centre Ville:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@166ja@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144277&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"144252";"ROGERVILLE";"76700";"Divers";"108000";"Dans la ZAC de Rogerville, nous vous proposons à la location, sur un terrain de 5000 m2, un entrepôt de 1600 m2 accompagné d'un immeuble de bureaux de 300 m2 et d'un ensemble d'algeco de 70 m2.:saut paragraphe:L'entrepôt bénéficie de 4 ponts roulants de 10 T et d'une grande hauteur.:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@274jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144252&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"143807";"LE HAVRE";"76600";"Divers";"";"A vendre - murs commerciaux - local vide - 34M2:saut paragraphe:volet roulant -chauffage électrique-petite cave- grandes vitrines-parquet au sol :saut paragraphe:parking à proximité -:saut paragraphe:Nous consulter pour faire visite :saut paragraphe:75000 Euro FAI:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@780-fp@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=143807&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"14/09/2014";"152211";"NOTRE-DAME-DE-GRAVENCHON";"76330";"Terrain";"";"A LOUER Notre Dame de Gravenchon Terre plein 1500M2 comprenant 4 modules algécos (bureau avec chauffage électrique, wc), aire de lavage aux normes.:saut paragraphe:Renseignements à l'agence:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Terrain";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@524jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=152211&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144258";"LE HAVRE";"76600";"Divers";"";"A LOUER Ensemble de 75 702 m2 Le Havre Quartier Sud, implanté sur l'ancien site :guillemet:SAGE:guillemet:, un ensemble immobilier d'environ 75 000 m2 à usage de show room, entrepôt et bureaux.:saut paragraphe:Emplacement en entrée de ville, axe Sud:saut paragraphe:Loyer compris entre 40 et 55 Euro / m2 / An HT HC, en fonction de la localisation et des travaux demandés.:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@234jfb@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144258&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
"Normandie";"1";"15/09/2014";"144097";"LE HAVRE";"76600";"Divers";"54000";"A vendre- droit au bail - le Havre proche Coty - :saut paragraphe:Bail neuf suivant activité - loyer annuel 54000 Euro à redéfinir :saut paragraphe:local récent et bien agencé - 12M linéaire de vitrines- portes coulissante électrique -:saut paragraphe:317940 FAI  à négocier :saut paragraphe:idéal pour très belle enseigne:saut ligne::saut paragraphe:				";"Immobilier -- Immo location -- Divers";"PROFESSIONNEL";"";"http://www.annonces-normandie.fr/datas/pa_photo/annonces/760110@854-fp@1.jpg";"http://www.annonces-normandie.fr/cms/273/?ida=144097&rid=20&srid=20L&c1=&c2=&dpt=&pmx=&pmi=&mc=&p=1";"";""
